Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/12/2023 	_x86_64_	(40 CPU)

08:57:24 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:57:54 PM  all    2.65    0.00    1.11    0.00    0.00    0.23    0.00    0.00    0.00   96.01
08:58:24 PM  all    2.76    0.00    1.17    0.01    0.00    0.22    0.00    0.00    0.00   95.83
08:58:54 PM  all    2.58    0.00    1.16    0.01    0.00    0.21    0.00    0.00    0.00   96.05
08:59:24 PM  all    2.68    0.00    1.18    0.00    0.00    0.21    0.00    0.00    0.00   95.93
08:59:54 PM  all    2.65    0.00    1.12    0.01    0.00    0.21    0.00    0.00    0.00   96.01
09:00:24 PM  all    2.66    0.00    1.14    0.01    0.00    0.23    0.00    0.00    0.00   95.97
09:00:54 PM  all    2.91    0.00    1.15    0.01    0.00    0.23    0.00    0.00    0.00   95.70
09:01:24 PM  all    2.61    0.00    1.19    0.00    0.00    0.21    0.00    0.00    0.00   95.98
09:01:54 PM  all    2.62    0.00    1.16    0.00    0.00    0.23    0.00    0.00    0.00   95.99
09:02:24 PM  all    2.77    0.00    1.16    0.00    0.00    0.22    0.00    0.00    0.00   95.85
09:02:54 PM  all    2.62    0.00    1.15    0.01    0.00    0.21    0.00    0.00    0.00   96.01
09:03:24 PM  all    2.74    0.00    1.16    0.01    0.00    0.22    0.00    0.00    0.00   95.87
09:03:54 PM  all    2.81    0.00    1.20    0.00    0.00    0.21    0.00    0.00    0.00   95.78
09:04:24 PM  all    2.65    0.00    1.21    0.00    0.00    0.24    0.00    0.00    0.00   95.90
09:04:54 PM  all    2.70    0.00    1.14    0.00    0.00    0.24    0.00    0.00    0.00   95.92
09:05:24 PM  all    2.68    0.00    1.13    0.01    0.00    0.22    0.00    0.00    0.00   95.96
09:05:54 PM  all    2.88    0.00    1.13    0.01    0.00    0.23    0.00    0.00    0.00   95.75
09:06:24 PM  all    2.77    0.00    1.19    0.00    0.00    0.22    0.00    0.00    0.00   95.81
09:06:54 PM  all    2.64    0.00    1.14    0.00    0.00    0.23    0.00    0.00    0.00   95.98
09:07:24 PM  all    2.71    0.00    1.15    0.01    0.00    0.22    0.00    0.00    0.00   95.91
09:07:54 PM  all    2.75    0.00    1.13    0.01    0.00    0.22    0.00    0.00    0.00   95.90
09:08:24 PM  all    2.69    0.00    1.16    0.00    0.00    0.22    0.00    0.00    0.00   95.92
09:08:54 PM  all    2.72    0.00    1.19    0.01    0.00    0.22    0.00    0.00    0.00   95.87
09:09:24 PM  all    2.68    0.00    1.16    0.00    0.00    0.23    0.00    0.00    0.00   95.92
Average:     all    2.71    0.00    1.16    0.00    0.00    0.22    0.00    0.00    0.00   95.91
