Linux 5.4.0-164-generic (node-0.llcperf.rperf-pg0.wisc.cloudlab.us) 	11/27/2023 	_x86_64_	(40 CPU)

04:06:14 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:06:44 PM  all   24.87    0.00   11.28    0.01    0.00    2.02    0.00    0.00    0.00   61.81
04:07:14 PM  all   25.06    0.00    9.24    0.01    0.00    2.07    0.00    0.00    0.00   63.62
04:07:44 PM  all   24.47    0.00   10.87    0.01    0.00    2.04    0.00    0.00    0.00   62.61
04:08:14 PM  all   24.47    0.00    9.77    0.01    0.00    2.11    0.00    0.00    0.00   63.64
04:08:44 PM  all   24.22    0.00   10.46    0.00    0.00    2.03    0.00    0.00    0.00   63.29
04:09:14 PM  all   23.94    0.00    9.95    0.01    0.00    2.07    0.00    0.00    0.00   64.03
04:09:44 PM  all   23.88    0.00    9.89    0.01    0.00    2.04    0.00    0.00    0.00   64.18
04:10:14 PM  all   23.43    0.00   10.30    0.00    0.00    2.06    0.00    0.00    0.00   64.20
04:10:44 PM  all   23.91    0.00    9.44    0.01    0.00    2.06    0.00    0.00    0.00   64.58
04:11:14 PM  all   23.44    0.00   10.60    0.01    0.00    2.05    0.00    0.00    0.00   63.91
04:11:44 PM  all   23.57    0.00    8.99    0.01    0.00    2.12    0.00    0.00    0.00   65.31
04:12:14 PM  all   23.13    0.00   10.88    0.01    0.00    2.11    0.00    0.00    0.00   63.87
04:12:44 PM  all   23.55    0.00    8.66    0.01    0.00    2.14    0.00    0.00    0.00   65.65
04:13:14 PM  all   22.79    0.00   11.09    0.01    0.00    1.97    0.00    0.00    0.00   64.14
04:13:44 PM  all   23.49    0.00    8.26    0.03    0.00    2.09    0.00    0.00    0.00   66.12
04:14:14 PM  all   22.54    0.00   11.36    0.01    0.00    2.06    0.00    0.00    0.00   64.03
04:14:44 PM  all   23.04    0.00    7.96    0.01    0.00    2.25    0.00    0.00    0.00   66.75
04:15:14 PM  all   22.50    0.00   11.25    0.01    0.00    2.08    0.00    0.00    0.00   64.17
04:15:44 PM  all   22.95    0.00    8.23    0.01    0.00    2.24    0.00    0.00    0.00   66.57
04:16:14 PM  all   22.57    0.00   10.88    0.01    0.00    1.97    0.00    0.00    0.00   64.58
04:16:44 PM  all   22.72    0.00    8.65    0.01    0.00    2.19    0.00    0.00    0.00   66.43
04:17:14 PM  all   22.01    0.00   10.64    0.01    0.00    2.02    0.00    0.00    0.00   65.32
04:17:44 PM  all   22.64    0.00    8.84    0.00    0.00    2.12    0.00    0.00    0.00   66.39
04:18:14 PM  all   22.23    0.00   10.42    0.01    0.00    2.06    0.00    0.00    0.00   65.28
Average:     all   23.39    0.00    9.91    0.01    0.00    2.08    0.00    0.00    0.00   64.61
