Linux 5.4.0-164-generic (node-3.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

11:39:43 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:40:43 PM  all   19.56    0.00   12.05    0.07    0.00    0.45    0.00    0.00    0.00   67.87
11:41:43 PM  all   54.59    0.00   13.70    0.09    0.00    0.57    0.00    0.00    0.00   31.04
11:42:43 PM  all   58.38    0.00   19.11    0.05    0.00    0.46    0.00    0.00    0.00   22.00
11:43:43 PM  all   62.49    0.00   20.30    0.03    0.00    0.47    0.00    0.00    0.00   16.71
11:44:43 PM  all   56.15    0.00   16.93    0.04    0.00    0.51    0.00    0.00    0.00   26.37
11:45:43 PM  all   49.86    0.00   14.31    0.05    0.00    0.67    0.00    0.00    0.00   35.11
11:46:43 PM  all   51.57    0.00   12.88    0.04    0.00    0.58    0.00    0.00    0.00   34.94
11:47:43 PM  all   60.53    0.00   18.46    0.05    0.00    0.45    0.00    0.00    0.00   20.52
11:48:43 PM  all   58.31    0.00   21.20    0.03    0.00    0.46    0.00    0.00    0.00   19.99
11:49:43 PM  all   59.26    0.00   17.24    0.05    0.00    0.58    0.00    0.00    0.00   22.88
11:50:43 PM  all   45.65    0.00   13.09    0.05    0.00    0.62    0.00    0.00    0.00   40.60
11:51:43 PM  all   50.54    0.00   13.39    0.04    0.00    0.65    0.00    0.00    0.00   35.37
Average:     all   52.24    0.00   16.06    0.05    0.00    0.54    0.00    0.00    0.00   31.11
