Linux 5.4.0-164-generic (node-0.llcperf.rperf-pg0.wisc.cloudlab.us) 	11/27/2023 	_x86_64_	(40 CPU)

05:06:25 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:06:55 PM  all   12.59    0.00   73.13    0.01    0.00    0.96    0.00    0.00    0.00   13.32
05:07:25 PM  all   14.97    0.00   66.02    0.01    0.00    1.16    0.00    0.00    0.00   17.85
05:07:55 PM  all   10.67    0.00   77.88    0.01    0.00    0.79    0.00    0.00    0.00   10.66
05:08:25 PM  all   15.44    0.00   67.00    0.01    0.00    1.20    0.00    0.00    0.00   16.36
05:08:55 PM  all    9.53    0.00   81.47    0.01    0.00    0.66    0.00    0.00    0.00    8.33
05:09:25 PM  all   17.14    0.00   60.53    0.01    0.00    1.34    0.00    0.00    0.00   20.99
05:09:55 PM  all    8.45    0.00   84.27    0.01    0.00    0.54    0.00    0.00    0.00    6.73
05:10:25 PM  all   17.57    0.00   60.17    0.01    0.00    1.40    0.00    0.00    0.00   20.85
05:10:55 PM  all    8.19    0.00   83.97    0.00    0.00    0.59    0.00    0.00    0.00    7.25
05:11:25 PM  all   18.86    0.00   56.61    0.01    0.00    1.44    0.00    0.00    0.00   23.08
05:11:55 PM  all    7.33    0.00   86.68    0.00    0.00    0.48    0.00    0.00    0.00    5.51
05:12:25 PM  all   19.22    0.00   56.21    0.01    0.00    1.51    0.00    0.00    0.00   23.05
05:12:55 PM  all    6.95    0.00   86.73    0.00    0.00    0.44    0.00    0.00    0.00    5.88
05:13:25 PM  all   20.52    0.00   52.51    0.02    0.00    1.60    0.00    0.00    0.00   25.35
05:13:55 PM  all    7.17    0.00   86.22    0.00    0.00    0.49    0.00    0.00    0.00    6.11
05:14:25 PM  all   20.85    0.00   50.94    0.01    0.00    1.61    0.00    0.00    0.00   26.59
05:14:55 PM  all    7.44    0.00   85.44    0.00    0.00    0.51    0.00    0.00    0.00    6.61
05:15:25 PM  all   20.71    0.00   51.45    0.01    0.00    1.62    0.00    0.00    0.00   26.22
05:15:55 PM  all    7.15    0.00   85.84    0.00    0.00    0.49    0.00    0.00    0.00    6.51
05:16:25 PM  all   23.71    0.00   41.74    0.02    0.00    1.89    0.00    0.00    0.00   32.64
05:16:55 PM  all   14.24    0.00   61.43    0.01    0.00    1.15    0.00    0.00    0.00   23.18
05:17:25 PM  all   20.75    0.00   49.37    0.01    0.00    1.68    0.00    0.00    0.00   28.18
05:17:55 PM  all   16.36    0.00   54.44    0.01    0.00    1.43    0.00    0.00    0.00   27.77
05:18:25 PM  all   19.34    0.00   53.09    0.01    0.00    1.57    0.00    0.00    0.00   25.99
Average:     all   14.34    0.00   67.33    0.01    0.00    1.10    0.00    0.00    0.00   17.22
