Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

08:07:06 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:08:06 AM  all   14.70    0.00   12.31    0.04    0.00    0.45    0.00    0.00    0.00   72.49
08:09:06 AM  all   48.81    0.00   14.51    0.07    0.00    0.55    0.00    0.00    0.00   36.05
08:10:06 AM  all   56.56    0.00   19.85    0.04    0.00    0.54    0.00    0.00    0.00   23.02
08:11:06 AM  all   56.62    0.00   21.44    0.03    0.00    0.45    0.00    0.00    0.00   21.46
08:12:06 AM  all   55.97    0.00   18.89    0.02    0.00    0.61    0.00    0.00    0.00   24.50
08:13:06 AM  all   42.96    0.00   14.66    0.03    0.00    0.67    0.00    0.00    0.00   41.67
08:14:06 AM  all   49.03    0.00   13.50    0.02    0.00    0.64    0.00    0.00    0.00   36.80
08:15:06 AM  all   58.82    0.00   19.97    0.03    0.00    0.47    0.00    0.00    0.00   20.70
08:16:06 AM  all   56.43    0.00   23.22    0.03    0.00    0.46    0.00    0.00    0.00   19.86
08:17:06 AM  all   54.03    0.00   18.53    0.03    0.00    0.50    0.00    0.00    0.00   26.91
08:18:06 AM  all   45.34    0.00   14.47    0.03    0.00    0.63    0.00    0.00    0.00   39.52
08:19:06 AM  all   45.07    0.00   13.62    0.03    0.00    0.63    0.00    0.00    0.00   40.66
Average:     all   48.70    0.00   17.08    0.04    0.00    0.55    0.00    0.00    0.00   33.63
