Linux 5.4.0-164-generic (node-1.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

11:13:29 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:14:29 PM  all   14.97    0.00   12.32    0.04    0.00    0.51    0.00    0.00    0.00   72.16
11:15:29 PM  all   50.93    0.00   14.35    0.08    0.00    0.54    0.00    0.00    0.00   34.09
11:16:29 PM  all   57.11    0.00   20.75    0.04    0.00    0.39    0.00    0.00    0.00   21.71
11:17:29 PM  all   60.78    0.00   21.04    0.02    0.00    0.46    0.00    0.00    0.00   17.70
11:18:29 PM  all   54.42    0.00   18.34    0.03    0.00    0.54    0.00    0.00    0.00   26.67
11:19:29 PM  all   46.41    0.00   15.13    0.03    0.00    0.63    0.00    0.00    0.00   37.79
11:20:29 PM  all   50.26    0.00   13.46    0.03    0.00    0.60    0.00    0.00    0.00   35.64
11:21:29 PM  all   58.57    0.00   20.73    0.03    0.00    0.37    0.00    0.00    0.00   20.29
11:22:29 PM  all   58.36    0.00   23.09    0.02    0.00    0.44    0.00    0.00    0.00   18.09
11:23:29 PM  all   52.69    0.00   17.76    0.04    0.00    0.47    0.00    0.00    0.00   29.04
11:24:29 PM  all   45.22    0.00   14.38    0.04    0.00    0.62    0.00    0.00    0.00   39.74
11:25:29 PM  all   44.19    0.00   13.67    0.03    0.00    0.60    0.00    0.00    0.00   41.51
Average:     all   49.49    0.00   17.09    0.04    0.00    0.51    0.00    0.00    0.00   32.87
