Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/14/2023 	_x86_64_	(40 CPU)

01:46:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:46:48 AM  all    5.29    0.00   94.12    0.00    0.00    0.16    0.00    0.00    0.00    0.42
01:47:18 AM  all    3.59    0.00   96.14    0.00    0.00    0.13    0.00    0.00    0.00    0.14
01:47:48 AM  all    5.28    0.00   91.33    0.00    0.00    0.20    0.00    0.00    0.00    3.19
01:48:18 AM  all    5.24    0.00   93.61    0.01    0.00    0.19    0.00    0.00    0.00    0.95
01:48:48 AM  all    7.30    0.00   91.76    0.00    0.00    0.29    0.00    0.00    0.00    0.64
01:49:18 AM  all    9.44    0.00   89.41    0.01    0.00    0.35    0.00    0.00    0.00    0.80
01:49:48 AM  all    9.95    0.00   87.47    0.02    0.00    0.41    0.00    0.00    0.00    2.15
01:50:18 AM  all    5.60    0.00   91.32    0.01    0.00    0.13    0.00    0.00    0.00    2.94
01:50:48 AM  all    9.91    0.00   86.28    0.02    0.00    0.33    0.00    0.00    0.00    3.46
01:51:18 AM  all    7.16    0.00   91.51    0.01    0.00    0.24    0.00    0.00    0.00    1.08
01:51:48 AM  all    7.83    0.00   91.37    0.01    0.00    0.25    0.00    0.00    0.00    0.55
01:52:18 AM  all    8.96    0.00   89.25    0.01    0.00    0.34    0.00    0.00    0.00    1.44
01:52:48 AM  all    7.25    0.00   91.86    0.01    0.00    0.32    0.00    0.00    0.00    0.56
01:53:18 AM  all    9.46    0.00   87.12    0.01    0.00    0.43    0.00    0.00    0.00    2.98
01:53:48 AM  all    7.00    0.00   90.63    0.01    0.00    0.16    0.00    0.00    0.00    2.20
01:54:18 AM  all    8.21    0.00   89.76    0.01    0.00    0.33    0.00    0.00    0.00    1.69
01:54:48 AM  all    4.91    0.00   93.65    0.00    0.00    0.12    0.00    0.00    0.00    1.32
01:55:18 AM  all    8.65    0.00   85.02    0.02    0.00    0.30    0.00    0.00    0.00    6.01
01:55:48 AM  all    7.55    0.00   91.77    0.00    0.00    0.26    0.00    0.00    0.00    0.42
01:56:18 AM  all    7.86    0.00   91.56    0.01    0.00    0.16    0.00    0.00    0.00    0.41
01:56:48 AM  all   10.44    0.00   85.35    0.02    0.00    0.31    0.00    0.00    0.00    3.88
01:57:18 AM  all    5.81    0.00   93.74    0.00    0.00    0.14    0.00    0.00    0.00    0.32
01:57:48 AM  all    8.82    0.00   88.17    0.01    0.00    0.28    0.00    0.00    0.00    2.72
01:58:18 AM  all    4.20    0.00   95.17    0.00    0.00    0.12    0.00    0.00    0.00    0.52
Average:     all    7.32    0.00   90.73    0.01    0.00    0.25    0.00    0.00    0.00    1.70
