Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	11/22/2023 	_x86_64_	(40 CPU)

01:37:38 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:38:38 PM  all    2.78    0.00    1.46    0.01    0.00    0.15    0.00    0.00    0.00   95.61
01:39:38 PM  all    2.86    0.00    1.45    0.00    0.00    0.14    0.00    0.00    0.00   95.55
01:40:38 PM  all    2.84    0.00    1.43    0.01    0.00    0.14    0.00    0.00    0.00   95.59
01:41:38 PM  all    2.84    0.00    1.42    0.00    0.00    0.12    0.00    0.00    0.00   95.61
01:42:38 PM  all    2.85    0.00    1.46    0.00    0.00    0.14    0.00    0.00    0.00   95.54
01:43:38 PM  all    2.77    0.00    1.42    0.01    0.00    0.13    0.00    0.00    0.00   95.68
01:44:38 PM  all    2.80    0.00    1.42    0.00    0.00    0.12    0.00    0.00    0.00   95.64
01:45:38 PM  all    2.81    0.00    1.44    0.00    0.00    0.12    0.00    0.00    0.00   95.63
01:46:38 PM  all    2.89    0.00    1.43    0.02    0.00    0.12    0.00    0.00    0.00   95.54
01:47:38 PM  all    2.86    0.00    1.38    0.00    0.00    0.14    0.00    0.00    0.00   95.62
01:48:38 PM  all    2.80    0.00    1.43    0.01    0.00    0.13    0.00    0.00    0.00   95.64
01:49:38 PM  all    2.79    0.00    1.41    0.00    0.00    0.12    0.00    0.00    0.00   95.68
01:50:38 PM  all    2.82    0.00    1.41    0.00    0.00    0.12    0.00    0.00    0.00   95.64
01:51:38 PM  all    2.92    0.00    1.40    0.01    0.00    0.14    0.00    0.00    0.00   95.54
01:52:38 PM  all    2.82    0.00    1.42    0.00    0.00    0.12    0.00    0.00    0.00   95.64
01:53:38 PM  all    2.76    0.00    1.44    0.00    0.00    0.13    0.00    0.00    0.00   95.67
01:54:38 PM  all    2.78    0.00    1.40    0.00    0.00    0.12    0.00    0.00    0.00   95.69
01:55:38 PM  all    2.83    0.00    1.40    0.00    0.00    0.12    0.00    0.00    0.00   95.64
01:56:38 PM  all    2.92    0.00    1.46    0.00    0.00    0.13    0.00    0.00    0.00   95.48
01:57:38 PM  all    2.84    0.00    1.44    0.01    0.00    0.11    0.00    0.00    0.00   95.60
01:58:38 PM  all    2.79    0.00    1.38    0.00    0.00    0.13    0.00    0.00    0.00   95.71
01:59:38 PM  all    2.73    0.00    1.38    0.01    0.00    0.13    0.00    0.00    0.00   95.75
02:00:38 PM  all    2.90    0.00    1.40    0.00    0.00    0.12    0.00    0.00    0.00   95.58
02:01:38 PM  all    2.86    0.00    1.46    0.00    0.00    0.13    0.00    0.00    0.00   95.55
Average:     all    2.83    0.00    1.42    0.01    0.00    0.13    0.00    0.00    0.00   95.62
