Linux 5.4.0-164-generic (node-1.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

06:48:20 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:49:20 PM  all    9.99    0.00    9.33    0.02    0.00    0.86    0.00    0.00    0.00   79.81
06:50:20 PM  all   11.19    0.00    9.64    0.02    0.00    0.88    0.00    0.00    0.00   78.28
06:51:20 PM  all   10.01    0.00    9.31    0.02    0.00    0.94    0.00    0.00    0.00   79.72
06:52:20 PM  all    9.63    0.00    9.22    0.02    0.00    0.91    0.00    0.00    0.00   80.22
06:53:20 PM  all    9.41    0.00    9.13    0.01    0.00    0.90    0.00    0.00    0.00   80.56
06:54:20 PM  all   10.56    0.00    9.38    0.02    0.00    0.95    0.00    0.00    0.00   79.10
06:55:20 PM  all    9.82    0.00    9.23    0.01    0.00    0.89    0.00    0.00    0.00   80.04
06:56:20 PM  all    9.84    0.00    9.39    0.02    0.00    0.90    0.00    0.00    0.00   79.85
06:57:20 PM  all    9.70    0.00    9.31    0.01    0.00    0.84    0.00    0.00    0.00   80.14
06:58:20 PM  all    9.42    0.00    9.24    0.01    0.00    0.89    0.00    0.00    0.00   80.43
06:59:20 PM  all    9.58    0.00    9.23    0.01    0.00    0.92    0.00    0.00    0.00   80.25
07:00:20 PM  all   10.58    0.00    9.31    0.02    0.00    0.86    0.00    0.00    0.00   79.23
Average:     all    9.98    0.00    9.31    0.02    0.00    0.90    0.00    0.00    0.00   79.80
