Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

10:50:41 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:51:41 AM  all   15.51    0.00   12.73    0.04    0.00    0.47    0.00    0.00    0.00   71.25
10:52:41 AM  all   50.35    0.00   15.01    0.08    0.00    0.60    0.00    0.00    0.00   33.96
10:53:41 AM  all   56.26    0.00   20.66    0.04    0.00    0.54    0.00    0.00    0.00   22.50
10:54:41 AM  all   59.76    0.00   21.16    0.03    0.00    0.46    0.00    0.00    0.00   18.59
10:55:41 AM  all   57.43    0.00   18.15    0.02    0.00    0.57    0.00    0.00    0.00   23.83
10:56:41 AM  all   45.24    0.00   15.22    0.05    0.00    0.66    0.00    0.00    0.00   38.83
10:57:41 AM  all   51.96    0.00   14.12    0.02    0.00    0.62    0.00    0.00    0.00   33.27
10:58:41 AM  all   55.17    0.00   21.51    0.03    0.00    0.47    0.00    0.00    0.00   22.81
10:59:41 AM  all   55.90    0.00   23.02    0.03    0.00    0.45    0.00    0.00    0.00   20.60
11:00:41 AM  all   56.16    0.00   18.97    0.03    0.00    0.55    0.00    0.00    0.00   24.28
11:01:41 AM  all   46.04    0.00   14.17    0.04    0.00    0.61    0.00    0.00    0.00   39.14
11:02:41 AM  all   48.41    0.00   14.45    0.03    0.00    0.65    0.00    0.00    0.00   36.45
Average:     all   49.86    0.00   17.44    0.04    0.00    0.55    0.00    0.00    0.00   32.12
