Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

10:00:22 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:01:22 AM  all   18.10    0.00   12.98    0.07    0.00    0.43    0.00    0.00    0.00   68.43
10:02:22 AM  all   54.60    0.00   14.78    0.07    0.00    0.55    0.00    0.00    0.00   29.99
10:03:22 AM  all   57.35    0.00   20.05    0.04    0.00    0.43    0.00    0.00    0.00   22.13
10:04:22 AM  all   61.85    0.00   19.86    0.03    0.00    0.50    0.00    0.00    0.00   17.76
10:05:22 AM  all   55.25    0.00   17.61    0.03    0.00    0.53    0.00    0.00    0.00   26.58
10:06:22 AM  all   49.67    0.00   15.49    0.04    0.00    0.70    0.00    0.00    0.00   34.10
10:07:22 AM  all   50.83    0.00   13.58    0.03    0.00    0.63    0.00    0.00    0.00   34.92
10:08:22 AM  all   57.92    0.00   19.85    0.03    0.00    0.47    0.00    0.00    0.00   21.73
10:09:22 AM  all   57.76    0.00   22.33    0.03    0.00    0.46    0.00    0.00    0.00   19.42
10:10:22 AM  all   55.12    0.00   18.38    0.03    0.00    0.48    0.00    0.00    0.00   25.99
10:11:22 AM  all   49.21    0.00   14.67    0.04    0.00    0.62    0.00    0.00    0.00   35.46
10:12:22 AM  all   47.78    0.00   13.88    0.04    0.00    0.60    0.00    0.00    0.00   37.69
Average:     all   51.29    0.00   16.96    0.04    0.00    0.53    0.00    0.00    0.00   31.17
