Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

08:33:42 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:34:42 PM  all   13.40    0.00   10.55    0.04    0.00    0.62    0.00    0.00    0.00   75.40
08:35:42 PM  all   33.33    0.00   12.49    0.07    0.00    0.48    0.00    0.00    0.00   53.62
08:36:42 PM  all   33.82    0.00   11.72    0.04    0.00    0.49    0.00    0.00    0.00   53.94
08:37:42 PM  all   32.91    0.00   11.74    0.03    0.00    0.51    0.00    0.00    0.00   54.81
08:38:42 PM  all   34.71    0.00   12.55    0.04    0.00    0.55    0.00    0.00    0.00   52.16
08:39:42 PM  all   27.52    0.00   12.06    0.03    0.00    0.57    0.00    0.00    0.00   59.82
08:40:42 PM  all   31.20    0.00   11.15    0.03    0.00    0.54    0.00    0.00    0.00   57.08
08:41:42 PM  all   32.04    0.00   11.15    0.03    0.00    0.53    0.00    0.00    0.00   56.26
08:42:42 PM  all   30.77    0.00   11.88    0.03    0.00    0.53    0.00    0.00    0.00   56.78
08:43:42 PM  all   34.40    0.00   11.25    0.03    0.00    0.52    0.00    0.00    0.00   53.79
08:44:42 PM  all   27.99    0.00   11.11    0.03    0.00    0.59    0.00    0.00    0.00   60.28
08:45:42 PM  all   26.25    0.00   10.79    0.03    0.00    0.58    0.00    0.00    0.00   62.35
Average:     all   29.85    0.00   11.54    0.03    0.00    0.54    0.00    0.00    0.00   58.03
