Linux 5.4.0-164-generic (node-4.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

11:48:33 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:49:33 PM  all   24.08    0.00   14.13    0.04    0.00    0.30    0.00    0.00    0.00   61.45
11:50:33 PM  all   54.83    0.00   14.30    0.07    0.00    0.54    0.00    0.00    0.00   30.25
11:51:33 PM  all   57.96    0.00   18.57    0.04    0.00    0.44    0.00    0.00    0.00   22.99
11:52:33 PM  all   60.73    0.00   20.24    0.03    0.00    0.49    0.00    0.00    0.00   18.51
11:53:33 PM  all   56.15    0.00   18.86    0.02    0.00    0.51    0.00    0.00    0.00   24.46
11:54:33 PM  all   49.77    0.00   16.25    0.04    0.00    0.66    0.00    0.00    0.00   33.28
11:55:33 PM  all   52.11    0.00   14.47    0.02    0.00    0.58    0.00    0.00    0.00   32.81
11:56:33 PM  all   59.94    0.00   18.76    0.03    0.00    0.48    0.00    0.00    0.00   20.79
11:57:33 PM  all   57.50    0.00   21.38    0.03    0.00    0.51    0.00    0.00    0.00   20.57
11:58:33 PM  all   56.31    0.00   17.41    0.03    0.00    0.52    0.00    0.00    0.00   25.73
11:59:33 PM  all   47.02    0.00   15.29    0.03    0.00    0.65    0.00    0.00    0.00   37.02
12:00:33 AM  all   48.67    0.02   14.52    0.04    0.00    0.59    0.00    0.00    0.00   36.17
Average:     all   52.09    0.00   17.02    0.04    0.00    0.52    0.00    0.00    0.00   30.33
