Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/29/2024 	_x86_64_	(40 CPU)

01:22:43 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:23:43 AM  all   21.01    0.00   12.96    0.07    0.00    0.35    0.00    0.00    0.00   65.61
01:24:43 AM  all   54.48    0.00   13.89    0.07    0.00    0.52    0.00    0.00    0.00   31.04
01:25:43 AM  all   59.85    0.00   19.29    0.06    0.00    0.48    0.00    0.00    0.00   20.32
01:26:43 AM  all   63.81    0.00   18.95    0.04    0.00    0.51    0.00    0.00    0.00   16.69
01:27:43 AM  all   57.34    0.00   17.05    0.04    0.00    0.52    0.00    0.00    0.00   25.05
01:28:43 AM  all   51.74    0.00   15.04    0.06    0.00    0.65    0.00    0.00    0.00   32.51
01:29:43 AM  all   49.70    0.00   13.59    0.05    0.00    0.60    0.00    0.00    0.00   36.07
01:30:43 AM  all   58.68    0.00   19.21    0.05    0.00    0.45    0.00    0.00    0.00   21.61
01:31:43 AM  all   59.31    0.00   21.15    0.05    0.00    0.50    0.00    0.00    0.00   18.99
01:32:43 AM  all   56.79    0.00   17.47    0.04    0.00    0.50    0.00    0.00    0.00   25.20
01:33:43 AM  all   51.82    0.00   14.23    0.06    0.00    0.61    0.00    0.00    0.00   33.28
01:34:43 AM  all   50.51    0.00   13.51    0.05    0.00    0.61    0.00    0.00    0.00   35.33
Average:     all   52.93    0.00   16.37    0.05    0.00    0.52    0.00    0.00    0.00   30.13
