Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

08:22:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:23:51 AM  all   17.67    0.00   12.31    0.05    0.00    0.45    0.00    0.00    0.00   69.52
08:24:51 AM  all   53.40    0.00   14.53    0.06    0.00    0.54    0.00    0.00    0.00   31.47
08:25:51 AM  all   56.82    0.00   19.27    0.04    0.00    0.44    0.00    0.00    0.00   23.43
08:26:51 AM  all   62.15    0.00   20.38    0.03    0.00    0.44    0.00    0.00    0.00   17.01
08:27:51 AM  all   55.93    0.00   18.21    0.03    0.00    0.52    0.00    0.00    0.00   25.32
08:28:51 AM  all   46.31    0.00   14.52    0.04    0.00    0.65    0.00    0.00    0.00   38.48
08:29:51 AM  all   52.01    0.00   13.36    0.03    0.00    0.62    0.00    0.00    0.00   33.99
08:30:51 AM  all   60.04    0.00   20.07    0.03    0.00    0.44    0.00    0.00    0.00   19.42
08:31:51 AM  all   57.89    0.00   21.36    0.03    0.00    0.47    0.00    0.00    0.00   20.25
08:32:51 AM  all   55.21    0.00   16.85    0.03    0.00    0.51    0.00    0.00    0.00   27.39
08:33:51 AM  all   47.68    0.00   14.30    0.03    0.00    0.60    0.00    0.00    0.00   37.39
08:34:51 AM  all   46.31    0.00   13.39    0.03    0.00    0.54    0.00    0.00    0.00   39.73
Average:     all   50.95    0.00   16.55    0.03    0.00    0.52    0.00    0.00    0.00   31.95
