Linux 5.4.0-164-generic (node-4.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

08:41:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:42:10 PM  all   21.69    0.00   13.91    0.04    0.00    0.37    0.00    0.00    0.00   63.99
08:43:10 PM  all   39.15    0.00   14.38    0.06    0.00    0.41    0.00    0.00    0.00   46.01
08:44:10 PM  all   40.03    0.00   13.72    0.03    0.00    0.43    0.00    0.00    0.00   45.80
08:45:10 PM  all   38.86    0.00   15.63    0.04    0.00    0.42    0.00    0.00    0.00   45.05
08:46:10 PM  all   39.37    0.00   16.27    0.02    0.00    0.48    0.00    0.00    0.00   43.86
08:47:10 PM  all   34.23    0.00   16.17    0.02    0.00    0.48    0.00    0.00    0.00   49.10
08:48:10 PM  all   37.31    0.00   15.21    0.02    0.00    0.42    0.00    0.00    0.00   47.03
08:49:10 PM  all   37.86    0.00   15.25    0.03    0.00    0.39    0.00    0.00    0.00   46.47
08:50:10 PM  all   37.33    0.00   15.70    0.03    0.00    0.44    0.00    0.00    0.00   46.50
08:51:10 PM  all   40.13    0.00   15.04    0.03    0.00    0.41    0.00    0.00    0.00   44.38
08:52:10 PM  all   34.89    0.00   15.79    0.03    0.00    0.46    0.00    0.00    0.00   48.83
08:53:10 PM  all   33.73    0.00   15.68    0.02    0.00    0.41    0.00    0.00    0.00   50.15
Average:     all   36.21    0.00   15.23    0.03    0.00    0.43    0.00    0.00    0.00   48.10
