Linux 5.4.0-164-generic (node-0.llcperf.rperf-pg0.wisc.cloudlab.us) 	11/27/2023 	_x86_64_	(40 CPU)

03:36:09 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:36:39 PM  all   10.76    0.00    3.72    0.01    0.00    0.85    0.00    0.00    0.00   84.66
03:37:09 PM  all   10.75    0.00    3.77    0.01    0.00    0.85    0.00    0.00    0.00   84.62
03:37:39 PM  all   10.48    0.00    3.67    0.00    0.00    0.82    0.00    0.00    0.00   85.03
03:38:09 PM  all   10.72    0.00    3.72    0.01    0.00    0.85    0.00    0.00    0.00   84.70
03:38:39 PM  all   10.47    0.00    3.77    0.00    0.00    0.84    0.00    0.00    0.00   84.92
03:39:09 PM  all   10.56    0.00    3.70    0.00    0.00    0.85    0.00    0.00    0.00   84.89
03:39:39 PM  all   10.34    0.00    3.62    0.01    0.00    0.81    0.00    0.00    0.00   85.22
03:40:09 PM  all   10.39    0.00    3.66    0.00    0.00    0.81    0.00    0.00    0.00   85.14
03:40:39 PM  all   10.45    0.00    3.63    0.01    0.00    0.81    0.00    0.00    0.00   85.09
03:41:09 PM  all   10.25    0.00    3.68    0.01    0.00    0.81    0.00    0.00    0.00   85.25
03:41:39 PM  all   10.06    0.00    3.64    0.00    0.00    0.82    0.00    0.00    0.00   85.49
03:42:09 PM  all   10.11    0.00    3.64    0.01    0.00    0.82    0.00    0.00    0.00   85.42
03:42:39 PM  all   10.08    0.00    3.57    0.01    0.00    0.81    0.00    0.00    0.00   85.53
03:43:09 PM  all    9.91    0.00    3.57    0.00    0.00    0.83    0.00    0.00    0.00   85.69
03:43:39 PM  all   10.03    0.00    3.64    0.03    0.00    0.83    0.00    0.00    0.00   85.47
03:44:09 PM  all   10.01    0.00    3.61    0.00    0.00    0.84    0.00    0.00    0.00   85.53
03:44:39 PM  all    9.84    0.00    3.53    0.01    0.00    0.82    0.00    0.00    0.00   85.80
03:45:09 PM  all    9.86    0.00    3.60    0.01    0.00    0.83    0.00    0.00    0.00   85.70
03:45:39 PM  all    9.85    0.00    3.56    0.01    0.00    0.83    0.00    0.00    0.00   85.75
03:46:09 PM  all   10.11    0.00    3.62    0.00    0.00    0.84    0.00    0.00    0.00   85.43
03:46:39 PM  all    9.72    0.00    3.62    0.01    0.00    0.84    0.00    0.00    0.00   85.81
03:47:09 PM  all    9.62    0.00    3.55    0.00    0.00    0.82    0.00    0.00    0.00   86.01
03:47:39 PM  all    9.72    0.00    3.49    0.01    0.00    0.79    0.00    0.00    0.00   85.98
03:48:09 PM  all    9.85    0.00    3.63    0.00    0.00    0.81    0.00    0.00    0.00   85.72
Average:     all   10.16    0.00    3.64    0.01    0.00    0.83    0.00    0.00    0.00   85.37
