Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

08:49:12 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:50:12 PM  all   13.45    0.00   10.80    0.03    0.00    0.57    0.00    0.00    0.00   75.13
08:51:12 PM  all   32.81    0.00   12.50    0.07    0.00    0.47    0.00    0.00    0.00   54.15
08:52:12 PM  all   33.74    0.00   11.93    0.03    0.00    0.45    0.00    0.00    0.00   53.84
08:53:12 PM  all   33.20    0.00   11.92    0.04    0.00    0.50    0.00    0.00    0.00   54.35
08:54:12 PM  all   33.98    0.00   12.68    0.03    0.00    0.57    0.00    0.00    0.00   52.74
08:55:12 PM  all   27.53    0.00   12.15    0.03    0.00    0.58    0.00    0.00    0.00   59.72
08:56:12 PM  all   31.05    0.00   11.38    0.02    0.00    0.53    0.00    0.00    0.00   57.01
08:57:12 PM  all   31.76    0.00   11.17    0.03    0.00    0.52    0.00    0.00    0.00   56.52
08:58:12 PM  all   31.00    0.00   11.92    0.03    0.00    0.57    0.00    0.00    0.00   56.48
08:59:12 PM  all   34.15    0.00   11.36    0.04    0.00    0.52    0.00    0.00    0.00   53.94
09:00:12 PM  all   27.98    0.00   11.51    0.03    0.00    0.62    0.00    0.00    0.00   59.87
09:01:12 PM  all   26.14    0.00   11.04    0.03    0.00    0.61    0.00    0.00    0.00   62.19
Average:     all   29.72    0.00   11.70    0.03    0.00    0.54    0.00    0.00    0.00   58.00
