Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

03:38:47 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:39:47 AM  all   14.71    0.00   13.32    0.04    0.00    0.35    0.00    0.00    0.00   71.58
03:40:47 AM  all   33.94    0.00   14.08    0.05    0.00    0.44    0.00    0.00    0.00   51.48
03:41:47 AM  all   34.68    0.00   13.47    0.04    0.00    0.48    0.00    0.00    0.00   51.32
03:42:47 AM  all   33.89    0.00   13.43    0.04    0.00    0.44    0.00    0.00    0.00   52.19
03:43:47 AM  all   34.53    0.00   13.78    0.05    0.00    0.55    0.00    0.00    0.00   51.09
03:44:47 AM  all   26.40    0.00   12.54    0.03    0.00    0.62    0.00    0.00    0.00   60.41
03:45:47 AM  all   30.58    0.00   12.07    0.03    0.00    0.51    0.00    0.00    0.00   56.81
03:46:47 AM  all   31.50    0.00   12.20    0.03    0.00    0.51    0.00    0.00    0.00   55.76
03:47:47 AM  all   30.46    0.00   12.90    0.03    0.00    0.57    0.00    0.00    0.00   56.04
03:48:47 AM  all   33.57    0.00   11.77    0.03    0.00    0.54    0.00    0.00    0.00   54.08
03:49:47 AM  all   27.63    0.00   12.11    0.03    0.00    0.60    0.00    0.00    0.00   59.62
03:50:47 AM  all   25.98    0.00   11.81    0.02    0.00    0.65    0.00    0.00    0.00   61.53
Average:     all   29.82    0.00   12.79    0.04    0.00    0.52    0.00    0.00    0.00   56.83
