Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

07:20:36 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:21:36 AM  all   18.50    0.00   12.07    0.06    0.00    0.49    0.00    0.00    0.00   68.88
07:22:36 AM  all   54.38    0.00   14.24    0.08    0.00    0.57    0.00    0.00    0.00   30.73
07:23:36 AM  all   58.46    0.00   19.30    0.05    0.00    0.43    0.00    0.00    0.00   21.76
07:24:36 AM  all   62.13    0.00   19.37    0.03    0.00    0.48    0.00    0.00    0.00   17.98
07:25:36 AM  all   56.69    0.00   17.76    0.04    0.00    0.52    0.00    0.00    0.00   24.98
07:26:36 AM  all   48.43    0.00   14.45    0.05    0.00    0.68    0.00    0.00    0.00   36.38
07:27:36 AM  all   51.33    0.00   13.10    0.04    0.00    0.59    0.00    0.00    0.00   34.94
07:28:36 AM  all   61.58    0.00   18.37    0.04    0.00    0.46    0.00    0.00    0.00   19.55
07:29:36 AM  all   58.34    0.00   22.37    0.04    0.00    0.42    0.00    0.00    0.00   18.83
07:30:36 AM  all   57.10    0.00   16.86    0.04    0.00    0.51    0.00    0.00    0.00   25.50
07:31:36 AM  all   45.84    0.00   13.44    0.05    0.00    0.64    0.00    0.00    0.00   40.03
07:32:36 AM  all   48.42    0.00   13.10    0.05    0.00    0.65    0.00    0.00    0.00   37.77
Average:     all   51.76    0.00   16.21    0.05    0.00    0.54    0.00    0.00    0.00   31.45
