Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

08:27:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:28:01 AM  all   16.39    0.00   13.77    0.05    0.00    0.36    0.00    0.00    0.00   69.43
08:29:01 AM  all   53.17    0.00   15.14    0.07    0.00    0.60    0.00    0.00    0.00   31.02
08:30:01 AM  all   55.99    0.00   20.26    0.04    0.00    0.50    0.00    0.00    0.00   23.20
08:31:01 AM  all   59.96    0.00   20.08    0.04    0.00    0.51    0.00    0.00    0.00   19.41
08:32:01 AM  all   54.79    0.00   18.12    0.04    0.00    0.55    0.00    0.00    0.00   26.50
08:33:01 AM  all   47.34    0.00   15.43    0.04    0.00    0.70    0.00    0.00    0.00   36.50
08:34:01 AM  all   49.33    0.00   13.81    0.03    0.00    0.61    0.00    0.00    0.00   36.22
08:35:01 AM  all   57.10    0.00   20.80    0.04    0.00    0.47    0.00    0.00    0.00   21.59
08:36:01 AM  all   56.01    0.00   22.56    0.03    0.00    0.51    0.00    0.00    0.00   20.88
08:37:01 AM  all   53.16    0.00   17.45    0.04    0.00    0.53    0.00    0.00    0.00   28.82
08:38:01 AM  all   48.33    0.00   14.70    0.04    0.00    0.63    0.00    0.00    0.00   36.30
08:39:01 AM  all   46.04    0.00   13.88    0.04    0.00    0.60    0.00    0.00    0.00   39.44
Average:     all   49.81    0.00   17.17    0.04    0.00    0.55    0.00    0.00    0.00   32.43
