Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

01:58:45 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:59:45 AM  all   13.15    0.00    9.31    0.03    0.00    0.94    0.00    0.00    0.00   76.58
02:00:45 AM  all   14.34    0.00    9.46    0.03    0.00    0.91    0.00    0.00    0.00   75.27
02:01:45 AM  all   13.91    0.00    9.23    0.03    0.00    0.93    0.00    0.00    0.00   75.91
02:02:45 AM  all   12.97    0.00    9.02    0.02    0.00    0.93    0.00    0.00    0.00   77.06
02:03:45 AM  all   12.68    0.00    8.99    0.03    0.00    0.93    0.00    0.00    0.00   77.38
02:04:45 AM  all   14.44    0.00    9.48    0.04    0.00    0.91    0.00    0.00    0.00   75.13
02:05:45 AM  all   13.07    0.00    9.07    0.02    0.00    0.96    0.00    0.00    0.00   76.88
02:06:45 AM  all   13.88    0.00    9.39    0.03    0.00    0.89    0.00    0.00    0.00   75.81
02:07:45 AM  all   13.05    0.00    9.18    0.03    0.00    1.01    0.00    0.00    0.00   76.73
02:08:45 AM  all   12.64    0.00    9.13    0.03    0.00    0.96    0.00    0.00    0.00   77.25
02:09:45 AM  all   12.76    0.00    9.11    0.03    0.00    0.96    0.00    0.00    0.00   77.15
02:10:45 AM  all   14.50    0.00    9.34    0.03    0.00    0.94    0.00    0.00    0.00   75.19
Average:     all   13.45    0.00    9.22    0.03    0.00    0.94    0.00    0.00    0.00   76.36
