Linux 5.4.0-164-generic (node-3.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

07:47:22 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:48:22 PM  all   12.27    0.00    8.75    0.02    0.00    0.91    0.00    0.00    0.00   78.07
07:49:22 PM  all   13.03    0.00    9.04    0.02    0.00    0.88    0.00    0.00    0.00   77.03
07:50:22 PM  all   11.78    0.00    8.87    0.02    0.00    0.95    0.00    0.00    0.00   78.38
07:51:22 PM  all   11.74    0.00    8.84    0.02    0.00    0.95    0.00    0.00    0.00   78.44
07:52:22 PM  all   11.02    0.00    8.58    0.02    0.00    0.96    0.00    0.00    0.00   79.42
07:53:22 PM  all   12.60    0.00    8.93    0.02    0.00    0.90    0.00    0.00    0.00   77.55
07:54:22 PM  all   11.52    0.00    8.84    0.01    0.00    0.96    0.00    0.00    0.00   78.67
07:55:22 PM  all   12.02    0.00    9.01    0.02    0.00    0.89    0.00    0.00    0.00   78.06
07:56:22 PM  all   11.92    0.00    8.86    0.02    0.00    0.92    0.00    0.00    0.00   78.28
07:57:22 PM  all   11.50    0.00    8.82    0.02    0.00    0.87    0.00    0.00    0.00   78.80
07:58:22 PM  all   11.59    0.00    8.76    0.02    0.00    0.90    0.00    0.00    0.00   78.73
07:59:22 PM  all   12.68    0.00    8.96    0.02    0.00    0.90    0.00    0.00    0.00   77.45
Average:     all   11.97    0.00    8.85    0.02    0.00    0.92    0.00    0.00    0.00   78.24
