Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/13/2023 	_x86_64_	(40 CPU)

02:22:36 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:23:06 AM  all   12.79    0.00    5.02    0.01    0.00    1.45    0.00    0.00    0.00   80.73
02:23:36 AM  all   12.16    0.00    5.06    0.01    0.00    1.42    0.00    0.00    0.00   81.36
02:24:06 AM  all   12.15    0.00    4.86    0.01    0.00    1.48    0.00    0.00    0.00   81.51
02:24:36 AM  all   12.08    0.00    4.95    0.00    0.00    1.46    0.00    0.00    0.00   81.50
02:25:06 AM  all   11.78    0.00    4.93    0.01    0.00    1.45    0.00    0.00    0.00   81.83
02:25:36 AM  all   11.73    0.00    4.89    0.00    0.00    1.41    0.00    0.00    0.00   81.96
02:26:06 AM  all   11.90    0.00    4.91    0.01    0.00    1.49    0.00    0.00    0.00   81.68
02:26:36 AM  all   11.67    0.00    4.84    0.01    0.00    1.47    0.00    0.00    0.00   82.01
02:27:06 AM  all   11.44    0.00    4.80    0.00    0.00    1.49    0.00    0.00    0.00   82.26
02:27:36 AM  all   11.48    0.00    4.82    0.01    0.00    1.49    0.00    0.00    0.00   82.21
02:28:06 AM  all   11.39    0.00    4.88    0.01    0.00    1.44    0.00    0.00    0.00   82.29
02:28:36 AM  all   11.39    0.00    4.83    0.01    0.00    1.49    0.00    0.00    0.00   82.29
02:29:06 AM  all   11.12    0.00    4.72    0.00    0.00    1.47    0.00    0.00    0.00   82.68
02:29:36 AM  all   11.18    0.00    4.78    0.01    0.00    1.47    0.00    0.00    0.00   82.56
02:30:06 AM  all   11.15    0.00    4.66    0.00    0.00    1.47    0.00    0.00    0.00   82.72
02:30:36 AM  all   11.21    0.00    4.76    0.00    0.00    1.47    0.00    0.00    0.00   82.56
02:31:06 AM  all   11.35    0.00    4.78    0.00    0.00    1.46    0.00    0.00    0.00   82.40
02:31:36 AM  all   11.19    0.00    4.89    0.01    0.00    1.46    0.00    0.00    0.00   82.45
02:32:06 AM  all   11.36    0.00    4.83    0.01    0.00    1.46    0.00    0.00    0.00   82.35
02:32:36 AM  all   11.06    0.00    4.68    0.00    0.00    1.48    0.00    0.00    0.00   82.77
02:33:06 AM  all   11.13    0.00    4.84    0.01    0.00    1.46    0.00    0.00    0.00   82.56
02:33:36 AM  all   11.10    0.00    4.80    0.01    0.00    1.46    0.00    0.00    0.00   82.64
02:34:06 AM  all   11.15    0.00    4.76    0.01    0.00    1.46    0.00    0.00    0.00   82.62
02:34:36 AM  all   11.21    0.00    4.74    0.01    0.00    1.43    0.00    0.00    0.00   82.62
Average:     all   11.51    0.00    4.83    0.01    0.00    1.46    0.00    0.00    0.00   82.19
