# started on Mon Nov 27 15:19:36 2023

#           time             counts unit events
   510.024530038        640,931,365      LLC-loads                                                     (50.00%)
   510.024530038        158,052,543      LLC-load-misses           #   24.12% of all LL-cache hits     (50.00%)
   510.024530038        193,922,943      LLC-stores                                                    (50.00%)
   510.024530038         69,820,397      LLC-store-misses                                              (50.00%)
   510.024530038    <not supported>      LLC-prefetch-misses                                         
   540.026362901        646,656,642      LLC-loads                                                     (50.00%)
   540.026362901        158,697,818      LLC-load-misses           #   24.24% of all LL-cache hits     (50.00%)
   540.026362901        194,876,866      LLC-stores                                                    (50.00%)
   540.026362901         70,282,863      LLC-store-misses                                              (50.00%)
   540.026362901    <not supported>      LLC-prefetch-misses                                         
   570.028797675        637,526,984      LLC-loads                                                     (50.00%)
   570.028797675        152,483,196      LLC-load-misses           #   23.33% of all LL-cache hits     (50.00%)
   570.028797675        192,419,051      LLC-stores                                                    (50.00%)
   570.028797675         68,048,213      LLC-store-misses                                              (50.00%)
   570.028797675    <not supported>      LLC-prefetch-misses                                         
   600.030474642        635,808,912      LLC-loads                                                     (50.00%)
   600.030474642        153,841,021      LLC-load-misses           #   23.57% of all LL-cache hits     (50.00%)
   600.030474642        191,370,145      LLC-stores                                                    (50.00%)
   600.030474642         68,405,914      LLC-store-misses                                              (50.00%)
   600.030474642    <not supported>      LLC-prefetch-misses                                         
   630.032418615        636,108,108      LLC-loads                                                     (50.00%)
   630.032418615        153,609,424      LLC-load-misses           #   23.57% of all LL-cache hits     (50.00%)
   630.032418615        192,696,316      LLC-stores                                                    (50.00%)
   630.032418615         68,963,634      LLC-store-misses                                              (50.00%)
   630.032418615    <not supported>      LLC-prefetch-misses                                         
   660.034038758        641,889,442      LLC-loads                                                     (50.00%)
   660.034038758        157,634,944      LLC-load-misses           #   24.21% of all LL-cache hits     (50.00%)
   660.034038758        192,529,784      LLC-stores                                                    (50.00%)
   660.034038758         69,574,666      LLC-store-misses                                              (50.00%)
   660.034038758    <not supported>      LLC-prefetch-misses                                         
   690.035495801        633,833,474      LLC-loads                                                     (50.00%)
   690.035495801        153,630,427      LLC-load-misses           #   23.63% of all LL-cache hits     (50.00%)
   690.035495801        195,017,961      LLC-stores                                                    (50.00%)
   690.035495801         68,501,400      LLC-store-misses                                              (50.00%)
   690.035495801    <not supported>      LLC-prefetch-misses                                         
   720.037040366        629,633,377      LLC-loads                                                     (50.00%)
   720.037040366        150,943,160      LLC-load-misses           #   23.25% of all LL-cache hits     (50.00%)
   720.037040366        190,252,335      LLC-stores                                                    (50.00%)
   720.037040366         67,174,474      LLC-store-misses                                              (50.00%)
   720.037040366    <not supported>      LLC-prefetch-misses                                         
   750.038915961        634,147,528      LLC-loads                                                     (50.00%)
   750.038915961        155,012,617      LLC-load-misses           #   23.90% of all LL-cache hits     (50.00%)
   750.038915961        189,275,069      LLC-stores                                                    (50.00%)
   750.038915961         68,501,393      LLC-store-misses                                              (50.00%)
   750.038915961    <not supported>      LLC-prefetch-misses                                         
   780.040428288        634,026,702      LLC-loads                                                     (50.00%)
   780.040428288        156,249,478      LLC-load-misses           #   24.11% of all LL-cache hits     (50.00%)
   780.040428288        190,406,139      LLC-stores                                                    (50.00%)
   780.040428288         68,408,432      LLC-store-misses                                              (50.00%)
   780.040428288    <not supported>      LLC-prefetch-misses                                         
   810.042158061        631,000,349      LLC-loads                                                     (50.00%)
   810.042158061        153,092,084      LLC-load-misses           #   23.65% of all LL-cache hits     (50.00%)
   810.042158061        190,566,585      LLC-stores                                                    (50.00%)
   810.042158061         68,805,371      LLC-store-misses                                              (50.00%)
   810.042158061    <not supported>      LLC-prefetch-misses                                         
