Linux 5.4.0-164-generic (node-1.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

06:21:09 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:22:09 AM  all   27.48    0.00   22.57    0.02    0.00    0.38    0.00    0.00    0.00   49.55
06:23:09 AM  all   40.99    0.00   23.01    0.06    0.00    0.36    0.00    0.00    0.00   35.58
06:24:09 AM  all   41.00    0.00   21.22    0.03    0.00    0.38    0.00    0.00    0.00   37.37
06:25:09 AM  all   38.90    0.00   26.06    0.03    0.00    0.35    0.00    0.00    0.00   34.66
06:26:09 AM  all   39.00    0.00   27.56    0.02    0.00    0.43    0.00    0.00    0.00   32.99
06:27:09 AM  all   34.67    0.00   25.65    0.02    0.00    0.39    0.00    0.00    0.00   39.27
06:28:09 AM  all   37.65    0.00   24.96    0.03    0.00    0.37    0.00    0.00    0.00   36.99
06:29:09 AM  all   37.53    0.00   25.40    0.02    0.00    0.35    0.00    0.00    0.00   36.71
06:30:09 AM  all   37.59    0.00   25.44    0.03    0.00    0.39    0.00    0.00    0.00   36.56
06:31:09 AM  all   40.21    0.00   24.84    0.03    0.00    0.38    0.00    0.00    0.00   34.55
06:32:09 AM  all   34.59    0.00   24.52    0.03    0.00    0.43    0.00    0.00    0.00   40.43
06:33:09 AM  all   34.67    0.00   23.69    0.02    0.00    0.44    0.00    0.00    0.00   41.18
Average:     all   37.02    0.00   24.58    0.03    0.00    0.39    0.00    0.00    0.00   37.99
