Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/11/2023 	_x86_64_	(40 CPU)

09:44:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:45:21 AM  all   13.92    0.00   57.75    0.03    0.00    0.46    0.00    0.00    0.00   27.85
09:45:51 AM  all    6.47    0.00   89.66    0.01    0.00    0.20    0.00    0.00    0.00    3.65
09:46:21 AM  all    4.33    0.00   95.38    0.00    0.00    0.09    0.00    0.00    0.00    0.20
09:46:51 AM  all    6.40    0.00   90.17    0.01    0.00    0.14    0.00    0.00    0.00    3.29
09:47:21 AM  all    8.82    0.00   79.33    0.01    0.00    0.25    0.00    0.00    0.00   11.59
09:47:51 AM  all    5.93    0.00   93.32    0.01    0.00    0.17    0.00    0.00    0.00    0.57
09:48:21 AM  all    5.95    0.00   93.30    0.00    0.00    0.20    0.00    0.00    0.00    0.55
09:48:51 AM  all    6.09    0.00   92.83    0.00    0.00    0.28    0.00    0.00    0.00    0.80
09:49:21 AM  all    6.79    0.00   92.69    0.00    0.00    0.21    0.00    0.00    0.00    0.31
09:49:51 AM  all    5.45    0.00   94.20    0.00    0.00    0.09    0.00    0.00    0.00    0.26
09:50:21 AM  all    5.75    0.00   92.44    0.01    0.00    0.10    0.00    0.00    0.00    1.71
09:50:51 AM  all    7.63    0.00   84.91    0.01    0.00    0.19    0.00    0.00    0.00    7.26
09:51:21 AM  all    3.54    0.00   96.17    0.00    0.00    0.09    0.00    0.00    0.00    0.21
09:51:51 AM  all    5.19    0.00   90.57    0.00    0.00    0.10    0.00    0.00    0.00    4.13
09:52:21 AM  all    4.61    0.00   94.73    0.00    0.00    0.09    0.00    0.00    0.00    0.56
09:52:51 AM  all    4.82    0.00   94.89    0.00    0.00    0.16    0.00    0.00    0.00    0.13
09:53:21 AM  all    5.66    0.00   93.95    0.00    0.00    0.21    0.00    0.00    0.00    0.17
09:53:51 AM  all    7.57    0.00   92.00    0.00    0.00    0.22    0.00    0.00    0.00    0.21
09:54:21 AM  all   10.89    0.00   87.75    0.01    0.00    0.41    0.00    0.00    0.00    0.94
09:54:51 AM  all   11.40    0.00   71.99    0.02    0.00    0.45    0.00    0.00    0.00   16.14
09:55:21 AM  all    5.19    0.00   85.41    0.02    0.00    0.13    0.00    0.00    0.00    9.25
09:55:51 AM  all    6.58    0.00   91.07    0.00    0.00    0.15    0.00    0.00    0.00    2.19
09:56:21 AM  all    5.36    0.00   94.26    0.00    0.00    0.09    0.00    0.00    0.00    0.29
09:56:51 AM  all    3.88    0.00   95.51    0.00    0.00    0.08    0.00    0.00    0.00    0.52
Average:     all    6.58    0.00   89.38    0.01    0.00    0.19    0.00    0.00    0.00    3.84
