Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

01:27:48 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:28:48 AM  all   24.60    0.00   10.66    0.04    0.00    0.63    0.00    0.00    0.00   64.06
01:29:48 AM  all   24.21    0.00   10.98    0.05    0.00    0.66    0.00    0.00    0.00   64.10
01:30:48 AM  all   19.27    0.00   11.27    0.07    0.00    0.74    0.00    0.00    0.00   68.64
01:31:48 AM  all    9.72    0.00   10.16    0.02    0.00    0.85    0.00    0.00    0.00   79.25
01:32:48 AM  all    8.76    0.00    9.55    0.01    0.00    0.87    0.00    0.00    0.00   80.81
01:33:48 AM  all    9.90    0.00    9.68    0.02    0.00    0.87    0.00    0.00    0.00   79.53
01:34:48 AM  all    8.91    0.00    9.52    0.02    0.00    0.88    0.00    0.00    0.00   80.68
01:35:48 AM  all    9.78    0.00    9.67    0.02    0.00    0.83    0.00    0.00    0.00   79.71
01:36:48 AM  all    8.85    0.00    9.54    0.02    0.00    0.88    0.00    0.00    0.00   80.70
01:37:48 AM  all    8.49    0.00    9.33    0.01    0.00    0.86    0.00    0.00    0.00   81.31
01:38:48 AM  all    8.65    0.00    9.37    0.01    0.00    0.85    0.00    0.00    0.00   81.12
01:39:48 AM  all   10.32    0.00    9.84    0.03    0.00    0.85    0.00    0.00    0.00   78.97
Average:     all   12.60    0.00    9.96    0.03    0.00    0.81    0.00    0.00    0.00   76.59
