Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

11:53:12 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:54:12 PM  all   15.28    0.00   12.59    0.04    0.00    0.39    0.00    0.00    0.00   71.69
11:55:12 PM  all   53.51    0.00   14.48    0.07    0.00    0.57    0.00    0.00    0.00   31.38
11:56:12 PM  all   56.80    0.00   20.39    0.05    0.00    0.47    0.00    0.00    0.00   22.30
11:57:12 PM  all   61.66    0.00   19.70    0.04    0.00    0.49    0.00    0.00    0.00   18.12
11:58:12 PM  all   54.82    0.00   17.34    0.04    0.00    0.55    0.00    0.00    0.00   27.26
11:59:12 PM  all   47.81    0.00   14.55    0.04    0.00    0.71    0.00    0.00    0.00   36.89
12:00:12 AM  all   49.60    0.03   12.98    0.04    0.00    0.63    0.00    0.00    0.00   36.73
12:01:12 AM  all   58.31    0.00   19.88    0.04    0.00    0.51    0.00    0.00    0.00   21.26
12:02:12 AM  all   56.17    0.00   22.39    0.03    0.00    0.48    0.00    0.00    0.00   20.93
12:03:12 AM  all   54.13    0.00   17.15    0.03    0.00    0.58    0.00    0.00    0.00   28.11
12:04:12 AM  all   46.71    0.00   13.68    0.04    0.00    0.69    0.00    0.00    0.00   38.88
12:05:12 AM  all   45.82    0.00   13.16    0.03    0.00    0.64    0.00    0.00    0.00   40.34
Average:     all   50.06    0.00   16.53    0.04    0.00    0.56    0.00    0.00    0.00   32.82
