Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/12/2023 	_x86_64_	(40 CPU)

09:18:57 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:19:27 PM  all   12.81    0.00    7.27    0.01    0.00    1.39    0.00    0.00    0.00   78.53
09:19:57 PM  all   12.96    0.00    8.21    0.00    0.00    1.36    0.00    0.00    0.00   77.47
09:20:27 PM  all   12.50    0.00    7.20    0.01    0.00    1.39    0.00    0.00    0.00   78.90
09:20:57 PM  all   12.68    0.00    8.00    0.01    0.00    1.39    0.00    0.00    0.00   77.92
09:21:27 PM  all   12.30    0.00    7.38    0.01    0.00    1.41    0.00    0.00    0.00   78.90
09:21:57 PM  all   12.23    0.00    7.66    0.00    0.00    1.40    0.00    0.00    0.00   78.71
09:22:27 PM  all   12.29    0.00    7.43    0.00    0.00    1.42    0.00    0.00    0.00   78.87
09:22:57 PM  all   12.35    0.00    7.76    0.00    0.00    1.41    0.00    0.00    0.00   78.48
09:23:27 PM  all   11.99    0.00    7.36    0.01    0.00    1.44    0.00    0.00    0.00   79.21
09:23:57 PM  all   12.38    0.00    7.66    0.01    0.00    1.39    0.00    0.00    0.00   78.56
09:24:27 PM  all   12.19    0.00    7.55    0.00    0.00    1.38    0.00    0.00    0.00   78.87
09:24:57 PM  all   11.82    0.00    7.55    0.00    0.00    1.41    0.00    0.00    0.00   79.22
09:25:27 PM  all   11.67    0.00    7.49    0.01    0.00    1.44    0.00    0.00    0.00   79.39
09:25:57 PM  all   11.75    0.00    7.61    0.00    0.00    1.42    0.00    0.00    0.00   79.22
09:26:27 PM  all   11.81    0.00    7.47    0.00    0.00    1.44    0.00    0.00    0.00   79.28
09:26:57 PM  all   11.76    0.00    7.62    0.00    0.00    1.42    0.00    0.00    0.00   79.20
09:27:27 PM  all   11.66    0.00    7.48    0.01    0.00    1.46    0.00    0.00    0.00   79.39
09:27:57 PM  all   11.55    0.00    7.48    0.01    0.00    1.46    0.00    0.00    0.00   79.50
09:28:27 PM  all   11.57    0.00    7.45    0.00    0.00    1.42    0.00    0.00    0.00   79.56
09:28:57 PM  all   11.49    0.00    7.40    0.01    0.00    1.46    0.00    0.00    0.00   79.65
09:29:27 PM  all   11.44    0.00    7.56    0.01    0.00    1.40    0.00    0.00    0.00   79.59
09:29:57 PM  all   11.49    0.00    7.46    0.01    0.00    1.46    0.00    0.00    0.00   79.58
09:30:27 PM  all   11.60    0.00    7.44    0.01    0.00    1.45    0.00    0.00    0.00   79.51
09:30:57 PM  all   11.52    0.00    7.37    0.00    0.00    1.45    0.00    0.00    0.00   79.65
Average:     all   11.99    0.00    7.54    0.01    0.00    1.42    0.00    0.00    0.00   79.05
