# started on Tue Dec 12 21:17:27 2023

#           time             counts unit events
   120.005078545    146,556,305,525      instructions                                                  (60.00%)
   120.005078545      1,297,767,280      LLC-loads                                                     (60.01%)
   120.005078545        265,589,781      LLC-load-misses           #   20.47% of all LL-cache hits     (60.01%)
   120.005078545        362,200,152      LLC-stores                                                    (40.00%)
   120.005078545        125,565,247      LLC-store-misses                                              (40.00%)
   120.005078545    <not supported>      LLC-prefetch-misses                                         
   150.007022420    155,959,291,387      instructions                                                  (60.00%)
   150.007022420      1,475,972,156      LLC-loads                                                     (60.00%)
   150.007022420        312,899,392      LLC-load-misses           #   22.56% of all LL-cache hits     (60.00%)
   150.007022420        380,963,103      LLC-stores                                                    (40.00%)
   150.007022420        140,516,667      LLC-store-misses                                              (40.00%)
   150.007022420    <not supported>      LLC-prefetch-misses                                         
   180.008951753    145,330,415,182      instructions                                                  (60.00%)
   180.008951753      1,276,255,484      LLC-loads                                                     (60.00%)
   180.008951753        261,789,027      LLC-load-misses           #   19.39% of all LL-cache hits     (60.00%)
   180.008951753        352,056,071      LLC-stores                                                    (40.00%)
   180.008951753        126,373,045      LLC-store-misses                                              (40.00%)
   180.008951753    <not supported>      LLC-prefetch-misses                                         
   210.010600093    157,942,343,441      instructions                                                  (60.00%)
   210.010600093      1,465,721,748      LLC-loads                                                     (60.00%)
   210.010600093        308,075,059      LLC-load-misses           #   22.34% of all LL-cache hits     (60.00%)
   210.010600093        378,824,061      LLC-stores                                                    (40.00%)
   210.010600093        139,122,545      LLC-store-misses                                              (40.00%)
   210.010600093    <not supported>      LLC-prefetch-misses                                         
   240.012480295    144,551,209,935      instructions                                                  (60.00%)
   240.012480295      1,301,693,393      LLC-loads                                                     (60.00%)
   240.012480295        263,470,535      LLC-load-misses           #   19.32% of all LL-cache hits     (60.00%)
   240.012480295        347,977,534      LLC-stores                                                    (40.00%)
   240.012480295        127,305,118      LLC-store-misses                                              (40.00%)
   240.012480295    <not supported>      LLC-prefetch-misses                                         
   270.014259714    147,236,183,438      instructions                                                  (60.00%)
   270.014259714      1,374,710,824      LLC-loads                                                     (60.00%)
   270.014259714        281,852,844      LLC-load-misses           #   20.64% of all LL-cache hits     (60.00%)
   270.014259714        358,888,796      LLC-stores                                                    (40.00%)
   270.014259714        129,009,792      LLC-store-misses                                              (40.00%)
   270.014259714    <not supported>      LLC-prefetch-misses                                         
   300.016406978    146,812,298,606      instructions                                                  (60.00%)
   300.016406978      1,334,370,510      LLC-loads                                                     (60.00%)
   300.016406978        279,157,723      LLC-load-misses           #   20.51% of all LL-cache hits     (60.00%)
   300.016406978        353,607,875      LLC-stores                                                    (40.00%)
   300.016406978        126,877,788      LLC-store-misses                                              (40.00%)
   300.016406978    <not supported>      LLC-prefetch-misses                                         
   330.018918066    149,037,978,384      instructions                                                  (60.00%)
   330.018918066      1,384,152,068      LLC-loads                                                     (60.00%)
   330.018918066        285,826,434      LLC-load-misses           #   20.96% of all LL-cache hits     (60.00%)
   330.018918066        359,028,514      LLC-stores                                                    (40.00%)
   330.018918066        131,188,751      LLC-store-misses                                              (40.00%)
   330.018918066    <not supported>      LLC-prefetch-misses                                         
   360.020950775    142,581,679,203      instructions                                                  (60.00%)
   360.020950775      1,301,422,015      LLC-loads                                                     (60.00%)
