Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

07:01:48 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:02:48 AM  all   15.07    0.00   12.35    0.05    0.00    0.51    0.00    0.00    0.00   72.03
07:03:48 AM  all   51.00    0.00   14.84    0.07    0.00    0.54    0.00    0.00    0.00   33.54
07:04:48 AM  all   57.05    0.00   20.81    0.04    0.00    0.41    0.00    0.00    0.00   21.69
07:05:48 AM  all   58.95    0.00   20.48    0.03    0.00    0.50    0.00    0.00    0.00   20.04
07:06:48 AM  all   54.23    0.00   18.50    0.03    0.00    0.56    0.00    0.00    0.00   26.67
07:07:48 AM  all   46.46    0.00   15.18    0.04    0.00    0.69    0.00    0.00    0.00   37.62
07:08:48 AM  all   47.48    0.00   13.56    0.02    0.00    0.59    0.00    0.00    0.00   38.35
07:09:48 AM  all   59.34    0.00   20.21    0.04    0.00    0.46    0.00    0.00    0.00   19.95
07:10:48 AM  all   55.54    0.00   22.83    0.02    0.00    0.42    0.00    0.00    0.00   21.18
07:11:48 AM  all   54.78    0.00   18.34    0.03    0.00    0.56    0.00    0.00    0.00   26.29
07:12:48 AM  all   44.73    0.00   14.30    0.03    0.00    0.66    0.00    0.00    0.00   40.29
07:13:48 AM  all   46.28    0.00   13.87    0.03    0.00    0.66    0.00    0.00    0.00   39.16
Average:     all   49.24    0.00   17.11    0.04    0.00    0.55    0.00    0.00    0.00   33.07
