Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

01:40:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:01 AM  all   14.03    0.00   12.98    0.02    0.00    0.74    0.00    0.00    0.00   72.24
01:42:01 AM  all   14.59    0.00   13.01    0.02    0.00    0.71    0.00    0.00    0.00   71.66
01:43:01 AM  all   13.38    0.00   12.64    0.01    0.00    0.76    0.00    0.00    0.00   73.20
01:44:01 AM  all   13.18    0.00   13.10    0.02    0.00    0.72    0.00    0.00    0.00   72.98
01:45:01 AM  all   13.22    0.00   12.75    0.02    0.00    0.72    0.00    0.00    0.00   73.31
01:46:01 AM  all   13.34    0.00   13.33    0.02    0.00    0.74    0.00    0.00    0.00   72.57
01:47:01 AM  all   12.80    0.00   13.08    0.02    0.00    0.78    0.00    0.00    0.00   73.31
01:48:01 AM  all   13.07    0.00   13.26    0.01    0.00    0.79    0.00    0.00    0.00   72.87
01:49:01 AM  all   12.99    0.00   13.12    0.02    0.00    0.77    0.00    0.00    0.00   73.11
01:50:01 AM  all   13.15    0.00   13.12    0.01    0.00    0.76    0.00    0.00    0.00   72.96
01:51:01 AM  all   13.15    0.00   13.07    0.01    0.00    0.73    0.00    0.00    0.00   73.03
01:52:01 AM  all   13.61    0.00   13.36    0.02    0.00    0.73    0.00    0.00    0.00   72.28
Average:     all   13.38    0.00   13.07    0.02    0.00    0.75    0.00    0.00    0.00   72.79
