Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/29/2024 	_x86_64_	(40 CPU)

02:24:47 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:25:47 AM  all   16.21    0.00   12.74    0.05    0.00    0.39    0.00    0.00    0.00   70.61
02:26:47 AM  all   52.23    0.00   15.00    0.08    0.00    0.58    0.00    0.00    0.00   32.11
02:27:47 AM  all   57.09    0.00   20.74    0.04    0.00    0.50    0.00    0.00    0.00   21.64
02:28:47 AM  all   60.46    0.00   19.81    0.03    0.00    0.51    0.00    0.00    0.00   19.19
02:29:47 AM  all   53.95    0.00   17.27    0.03    0.00    0.54    0.00    0.00    0.00   28.20
02:30:47 AM  all   48.58    0.00   15.70    0.05    0.00    0.61    0.00    0.00    0.00   35.05
02:31:47 AM  all   50.27    0.00   13.72    0.03    0.00    0.60    0.00    0.00    0.00   35.38
02:32:47 AM  all   56.01    0.00   21.21    0.03    0.00    0.46    0.00    0.00    0.00   22.29
02:33:47 AM  all   56.51    0.00   21.98    0.03    0.00    0.50    0.00    0.00    0.00   20.99
02:34:47 AM  all   53.07    0.00   18.17    0.04    0.00    0.47    0.00    0.00    0.00   28.25
02:35:47 AM  all   48.61    0.00   14.64    0.04    0.00    0.63    0.00    0.00    0.00   36.09
02:36:47 AM  all   45.40    0.00   13.61    0.04    0.00    0.58    0.00    0.00    0.00   40.38
Average:     all   49.87    0.00   17.06    0.04    0.00    0.53    0.00    0.00    0.00   32.51
