Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

09:28:39 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:29:39 PM  all   14.75    0.00   11.12    0.04    0.00    0.62    0.00    0.00    0.00   73.47
09:30:39 PM  all   33.92    0.00   12.78    0.06    0.00    0.48    0.00    0.00    0.00   52.76
09:31:39 PM  all   34.37    0.00   12.17    0.04    0.00    0.50    0.00    0.00    0.00   52.93
09:32:39 PM  all   33.80    0.00   12.36    0.03    0.00    0.49    0.00    0.00    0.00   53.32
09:33:39 PM  all   34.94    0.00   13.02    0.02    0.00    0.55    0.00    0.00    0.00   51.46
09:34:39 PM  all   28.58    0.00   12.47    0.03    0.00    0.57    0.00    0.00    0.00   58.34
09:35:39 PM  all   32.41    0.00   11.72    0.03    0.00    0.50    0.00    0.00    0.00   55.35
09:36:39 PM  all   32.99    0.00   11.71    0.03    0.00    0.48    0.00    0.00    0.00   54.79
09:37:39 PM  all   31.73    0.00   12.19    0.03    0.00    0.57    0.00    0.00    0.00   55.48
09:38:39 PM  all   35.32    0.00   11.73    0.03    0.00    0.53    0.00    0.00    0.00   52.39
09:39:39 PM  all   29.09    0.00   11.62    0.03    0.00    0.57    0.00    0.00    0.00   58.68
09:40:39 PM  all   27.20    0.00   11.48    0.03    0.00    0.60    0.00    0.00    0.00   60.69
Average:     all   30.75    0.00   12.03    0.03    0.00    0.54    0.00    0.00    0.00   56.65
