Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

08:48:02 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:49:02 AM  all   19.18    0.00   16.24    0.05    0.00    0.40    0.00    0.00    0.00   64.13
08:50:02 AM  all   53.77    0.00   17.39    0.07    0.00    0.54    0.00    0.00    0.00   28.23
08:51:02 AM  all   57.39    0.00   22.27    0.04    0.00    0.47    0.00    0.00    0.00   19.83
08:52:02 AM  all   61.00    0.00   22.35    0.03    0.00    0.45    0.00    0.00    0.00   16.17
08:53:02 AM  all   54.52    0.00   20.28    0.03    0.00    0.49    0.00    0.00    0.00   24.67
08:54:02 AM  all   49.14    0.00   19.30    0.04    0.00    0.63    0.00    0.00    0.00   30.89
08:55:02 AM  all   49.84    0.00   17.24    0.03    0.00    0.55    0.00    0.00    0.00   32.34
08:56:02 AM  all   57.88    0.00   23.08    0.03    0.00    0.45    0.00    0.00    0.00   18.56
08:57:02 AM  all   55.75    0.00   25.49    0.03    0.00    0.43    0.00    0.00    0.00   18.30
08:58:02 AM  all   55.17    0.00   21.59    0.04    0.00    0.54    0.00    0.00    0.00   22.67
08:59:02 AM  all   47.84    0.00   17.71    0.04    0.00    0.60    0.00    0.00    0.00   33.82
09:00:02 AM  all   48.95    0.00   18.58    0.03    0.00    0.64    0.00    0.00    0.00   31.80
Average:     all   50.87    0.00   20.13    0.04    0.00    0.52    0.00    0.00    0.00   28.44
