# started on Wed Nov 22 13:34:38 2023

#           time             counts unit events
  1020.034298337        159,611,271      LLC-stores                                                    (50.00%)
  1020.034298337         62,965,271      LLC-store-misses                                              (50.00%)
  1020.034298337    <not supported>      LLC-prefetch-misses                                         
  1080.036012843        652,039,775      LLC-loads                                                     (50.00%)
  1080.036012843        120,282,801      LLC-load-misses           #   18.48% of all LL-cache hits     (50.00%)
  1080.036012843        156,397,718      LLC-stores                                                    (50.00%)
  1080.036012843         60,554,555      LLC-store-misses                                              (50.00%)
  1080.036012843    <not supported>      LLC-prefetch-misses                                         
  1140.037933547        648,989,761      LLC-loads                                                     (50.00%)
  1140.037933547        118,833,675      LLC-load-misses           #   18.26% of all LL-cache hits     (50.00%)
  1140.037933547        157,706,445      LLC-stores                                                    (50.00%)
  1140.037933547         61,201,991      LLC-store-misses                                              (50.00%)
  1140.037933547    <not supported>      LLC-prefetch-misses                                         
  1200.039543104        649,794,298      LLC-loads                                                     (50.00%)
  1200.039543104        119,147,835      LLC-load-misses           #   18.31% of all LL-cache hits     (50.00%)
  1200.039543104        157,270,815      LLC-stores                                                    (50.00%)
  1200.039543104         59,419,175      LLC-store-misses                                              (50.00%)
  1200.039543104    <not supported>      LLC-prefetch-misses                                         
  1260.041547109        645,270,145      LLC-loads                                                     (50.00%)
  1260.041547109        117,408,754      LLC-load-misses           #   18.05% of all LL-cache hits     (50.00%)
  1260.041547109        156,883,758      LLC-stores                                                    (50.00%)
  1260.041547109         59,239,738      LLC-store-misses                                              (50.00%)
  1260.041547109    <not supported>      LLC-prefetch-misses                                         
  1320.043401710        662,025,670      LLC-loads                                                     (50.00%)
  1320.043401710        124,339,459      LLC-load-misses           #   19.10% of all LL-cache hits     (50.00%)
  1320.043401710        160,287,803      LLC-stores                                                    (50.00%)
  1320.043401710         62,419,982      LLC-store-misses                                              (50.00%)
  1320.043401710    <not supported>      LLC-prefetch-misses                                         
  1380.045097900        649,869,853      LLC-loads                                                     (50.00%)
  1380.045097900        117,709,295      LLC-load-misses           #   18.08% of all LL-cache hits     (50.00%)
  1380.045097900        157,966,999      LLC-stores                                                    (50.00%)
  1380.045097900         58,683,875      LLC-store-misses                                              (50.00%)
  1380.045097900    <not supported>      LLC-prefetch-misses                                         
  1440.046868952        646,696,436      LLC-loads                                                     (50.00%)
  1440.046868952        118,339,008      LLC-load-misses           #   18.18% of all LL-cache hits     (50.00%)
  1440.046868952        155,035,213      LLC-stores                                                    (50.00%)
  1440.046868952         59,680,373      LLC-store-misses                                              (50.00%)
  1440.046868952    <not supported>      LLC-prefetch-misses                                         
  1500.049955480        638,163,964      LLC-loads                                                     (50.00%)
  1500.049955480        117,556,983      LLC-load-misses           #   18.08% of all LL-cache hits     (50.00%)
  1500.049955480        156,520,519      LLC-stores                                                    (50.00%)
  1500.049955480         59,621,090      LLC-store-misses                                              (50.00%)
  1500.049955480    <not supported>      LLC-prefetch-misses                                         
  1560.051713903        642,406,952      LLC-loads                                                     (50.00%)
  1560.051713903        120,826,079      LLC-load-misses           #   18.59% of all LL-cache hits     (50.00%)
  1560.051713903        155,396,250      LLC-stores                                                    (50.00%)
  1560.051713903         59,538,515      LLC-store-misses                                              (50.00%)
  1560.051713903    <not supported>      LLC-prefetch-misses                                         
  1620.055138663        646,135,332      LLC-loads                                                     (50.00%)
  1620.055138663        120,963,017      LLC-load-misses           #   18.62% of all LL-cache hits     (50.00%)
  1620.055138663        156,845,518      LLC-stores                                                    (50.00%)
  1620.055138663         61,561,467      LLC-store-misses                                              (50.00%)
  1620.055138663    <not supported>      LLC-prefetch-misses                                         
