Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

04:13:31 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:14:31 AM  all   13.89    0.00   12.31    0.03    0.00    0.51    0.00    0.00    0.00   73.25
04:15:31 AM  all   33.35    0.00   13.84    0.06    0.00    0.46    0.00    0.00    0.00   52.29
04:16:31 AM  all   33.85    0.00   13.32    0.03    0.00    0.49    0.00    0.00    0.00   52.32
04:17:31 AM  all   33.12    0.00   13.67    0.03    0.00    0.47    0.00    0.00    0.00   52.71
04:18:31 AM  all   34.36    0.00   14.47    0.03    0.00    0.53    0.00    0.00    0.00   50.61
04:19:31 AM  all   27.80    0.00   13.88    0.03    0.00    0.57    0.00    0.00    0.00   57.71
04:20:31 AM  all   30.96    0.00   13.11    0.02    0.00    0.48    0.00    0.00    0.00   55.43
04:21:31 AM  all   32.05    0.00   13.06    0.03    0.00    0.50    0.00    0.00    0.00   54.35
04:22:31 AM  all   30.60    0.00   13.46    0.03    0.00    0.55    0.00    0.00    0.00   55.36
04:23:31 AM  all   34.17    0.00   13.03    0.03    0.00    0.49    0.00    0.00    0.00   52.27
04:24:31 AM  all   28.07    0.00   13.13    0.03    0.00    0.55    0.00    0.00    0.00   58.22
04:25:31 AM  all   26.57    0.00   12.90    0.03    0.00    0.57    0.00    0.00    0.00   59.92
Average:     all   29.89    0.00   13.35    0.03    0.00    0.52    0.00    0.00    0.00   56.21
