# started on Tue Nov 28 13:47:57 2023

#           time             counts unit events
   120.002352250  1,026,444,447,010      instructions                                                  (60.00%)
   120.002352250     15,862,716,872      LLC-loads                                                     (60.00%)
   120.002352250      1,794,686,617      LLC-load-misses           #   11.31% of all LL-cache hits     (60.00%)
   120.002352250      4,892,101,980      LLC-stores                                                    (40.00%)
   120.002352250      1,994,808,316      LLC-store-misses                                              (40.00%)
   120.002352250    <not supported>      LLC-prefetch-misses                                         
   150.003426025  1,013,463,963,777      instructions                                                  (60.00%)
   150.003426025     15,542,665,241      LLC-loads                                                     (60.00%)
   150.003426025      1,747,746,703      LLC-load-misses           #   11.13% of all LL-cache hits     (60.00%)
   150.003426025      4,889,187,212      LLC-stores                                                    (40.00%)
   150.003426025      1,968,102,467      LLC-store-misses                                              (40.00%)
   150.003426025    <not supported>      LLC-prefetch-misses                                         
   180.004415750  1,029,225,334,985      instructions                                                  (60.00%)
   180.004415750     15,931,522,816      LLC-loads                                                     (60.00%)
   180.004415750      1,794,878,723      LLC-load-misses           #   11.38% of all LL-cache hits     (60.00%)
   180.004415750      4,885,670,022      LLC-stores                                                    (40.00%)
   180.004415750      2,003,409,823      LLC-store-misses                                              (40.00%)
   180.004415750    <not supported>      LLC-prefetch-misses                                         
   210.005293622  1,001,102,548,505      instructions                                                  (60.00%)
   210.005293622     15,237,875,649      LLC-loads                                                     (60.00%)
   210.005293622      1,744,902,731      LLC-load-misses           #   11.15% of all LL-cache hits     (60.00%)
   210.005293622      4,793,630,711      LLC-stores                                                    (40.00%)
   210.005293622      1,933,942,324      LLC-store-misses                                              (40.00%)
   210.005293622    <not supported>      LLC-prefetch-misses                                         
   240.006136042  1,031,434,610,524      instructions                                                  (60.00%)
   240.006136042     16,107,402,961      LLC-loads                                                     (60.00%)
   240.006136042      1,800,266,435      LLC-load-misses           #   11.44% of all LL-cache hits     (60.00%)
   240.006136042      4,927,811,137      LLC-stores                                                    (40.00%)
   240.006136042      2,009,575,509      LLC-store-misses                                              (40.00%)
   240.006136042    <not supported>      LLC-prefetch-misses                                         
   270.007100849    990,019,845,016      instructions                                                  (60.00%)
   270.007100849     15,031,500,505      LLC-loads                                                     (60.00%)
   270.007100849      1,752,553,503      LLC-load-misses           #   11.22% of all LL-cache hits     (60.00%)
   270.007100849      4,697,625,956      LLC-stores                                                    (40.00%)
   270.007100849      1,890,185,400      LLC-store-misses                                              (40.00%)
   270.007100849    <not supported>      LLC-prefetch-misses                                         
   300.008018493  1,035,458,288,131      instructions                                                  (60.00%)
   300.008018493     16,230,913,640      LLC-loads                                                     (60.00%)
   300.008018493      1,805,789,708      LLC-load-misses           #   11.50% of all LL-cache hits     (60.00%)
   300.008018493      4,958,809,627      LLC-stores                                                    (40.00%)
   300.008018493      2,034,439,951      LLC-store-misses                                              (40.00%)
   300.008018493    <not supported>      LLC-prefetch-misses                                         
