Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

11:34:11 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:35:11 PM  all   15.08    0.00   11.94    0.05    0.00    0.56    0.00    0.00    0.00   72.37
11:36:11 PM  all   49.39    0.00   13.98    0.06    0.00    0.59    0.00    0.00    0.00   35.98
11:37:11 PM  all   57.72    0.00   20.28    0.04    0.00    0.52    0.00    0.00    0.00   21.44
11:38:11 PM  all   58.48    0.00   21.31    0.03    0.00    0.43    0.00    0.00    0.00   19.75
11:39:11 PM  all   54.77    0.00   17.72    0.02    0.00    0.50    0.00    0.00    0.00   26.98
11:40:11 PM  all   45.38    0.00   14.73    0.04    0.00    0.69    0.00    0.00    0.00   39.16
11:41:11 PM  all   48.17    0.00   13.10    0.03    0.00    0.55    0.00    0.00    0.00   38.14
11:42:11 PM  all   58.46    0.00   19.20    0.04    0.00    0.43    0.00    0.00    0.00   21.87
11:43:11 PM  all   56.80    0.00   22.77    0.03    0.00    0.43    0.00    0.00    0.00   19.96
11:44:11 PM  all   54.23    0.00   17.17    0.04    0.00    0.55    0.00    0.00    0.00   28.01
11:45:11 PM  all   43.26    0.00   13.68    0.03    0.00    0.68    0.00    0.00    0.00   42.35
11:46:11 PM  all   44.37    0.00   13.41    0.03    0.00    0.65    0.00    0.00    0.00   41.55
Average:     all   48.84    0.00   16.61    0.04    0.00    0.55    0.00    0.00    0.00   33.96
