# started on Mon Nov 27 14:34:28 2023

#           time             counts unit events
   120.008346274        213,013,417      LLC-loads                                                     (50.01%)
   120.008346274         37,155,816      LLC-load-misses           #   17.44% of all LL-cache hits     (50.01%)
   120.008346274         51,696,366      LLC-stores                                                    (50.00%)
   120.008346274         20,818,270      LLC-store-misses                                              (50.00%)
   120.008346274    <not supported>      LLC-prefetch-misses                                         
   150.010293184        214,198,099      LLC-loads                                                     (50.00%)
   150.010293184         35,263,893      LLC-load-misses           #   16.51% of all LL-cache hits     (50.01%)
   150.010293184         50,964,001      LLC-stores                                                    (50.00%)
   150.010293184         20,874,649      LLC-store-misses                                              (50.00%)
   150.010293184    <not supported>      LLC-prefetch-misses                                         
   180.013029738        215,979,318      LLC-loads                                                     (50.00%)
   180.013029738         38,621,211      LLC-load-misses           #   18.01% of all LL-cache hits     (50.00%)
   180.013029738         51,876,541      LLC-stores                                                    (50.00%)
   180.013029738         21,262,248      LLC-store-misses                                              (50.00%)
   180.013029738    <not supported>      LLC-prefetch-misses                                         
   210.016380862        212,725,179      LLC-loads                                                     (50.00%)
   210.016380862         34,512,339      LLC-load-misses           #   16.13% of all LL-cache hits     (49.99%)
   210.016380862         51,080,853      LLC-stores                                                    (50.00%)
   210.016380862         20,715,165      LLC-store-misses                                              (50.00%)
   210.016380862    <not supported>      LLC-prefetch-misses                                         
   240.020050858        211,301,700      LLC-loads                                                     (50.01%)
   240.020050858         34,279,765      LLC-load-misses           #   16.06% of all LL-cache hits     (50.00%)
   240.020050858         51,963,180      LLC-stores                                                    (49.99%)
   240.020050858         20,411,643      LLC-store-misses                                              (50.00%)
   240.020050858    <not supported>      LLC-prefetch-misses                                         
   270.021434512        214,757,869      LLC-loads                                                     (50.00%)
   270.021434512         36,023,603      LLC-load-misses           #   16.86% of all LL-cache hits     (50.00%)
   270.021434512         53,221,584      LLC-stores                                                    (49.99%)
   270.021434512         20,998,519      LLC-store-misses                                              (50.00%)
   270.021434512    <not supported>      LLC-prefetch-misses                                         
   300.024934416        208,379,810      LLC-loads                                                     (50.00%)
   300.024934416         33,608,762      LLC-load-misses           #   15.79% of all LL-cache hits     (50.01%)
   300.024934416         51,991,247      LLC-stores                                                    (50.00%)
   300.024934416         20,195,268      LLC-store-misses                                              (49.99%)
