# started on Mon Nov 27 14:34:28 2023

#           time             counts unit events
   300.024934416    <not supported>      LLC-prefetch-misses                                         
   330.026921962        211,635,895      LLC-loads                                                     (50.00%)
   330.026921962         35,251,645      LLC-load-misses           #   16.57% of all LL-cache hits     (50.00%)
   330.026921962         51,033,641      LLC-stores                                                    (50.00%)
   330.026921962         20,765,406      LLC-store-misses                                              (50.00%)
   330.026921962    <not supported>      LLC-prefetch-misses                                         
   360.029150296        212,031,151      LLC-loads                                                     (50.00%)
   360.029150296         35,007,846      LLC-load-misses           #   16.46% of all LL-cache hits     (50.00%)
   360.029150296         51,562,938      LLC-stores                                                    (50.00%)
   360.029150296         21,005,921      LLC-store-misses                                              (50.00%)
   360.029150296    <not supported>      LLC-prefetch-misses                                         
   390.032223525        217,924,407      LLC-loads                                                     (50.00%)
   390.032223525         38,838,760      LLC-load-misses           #   18.22% of all LL-cache hits     (50.00%)
   390.032223525         54,909,883      LLC-stores                                                    (50.00%)
   390.032223525         23,000,573      LLC-store-misses                                              (50.00%)
   390.032223525    <not supported>      LLC-prefetch-misses                                         
   420.035186998        217,399,717      LLC-loads                                                     (50.01%)
   420.035186998         36,739,885      LLC-load-misses           #   17.20% of all LL-cache hits     (50.00%)
   420.035186998         51,906,759      LLC-stores                                                    (49.99%)
   420.035186998         20,848,223      LLC-store-misses                                              (50.00%)
   420.035186998    <not supported>      LLC-prefetch-misses                                         
   450.037123721        210,386,929      LLC-loads                                                     (50.00%)
   450.037123721         36,199,856      LLC-load-misses           #   16.97% of all LL-cache hits     (50.00%)
   450.037123721         51,364,578      LLC-stores                                                    (49.99%)
   450.037123721         20,584,723      LLC-store-misses                                              (49.99%)
   450.037123721    <not supported>      LLC-prefetch-misses                                         
   480.040754587        207,272,112      LLC-loads                                                     (50.00%)
   480.040754587         34,722,230      LLC-load-misses           #   16.31% of all LL-cache hits     (50.01%)
   480.040754587         50,780,463      LLC-stores                                                    (50.00%)
   480.040754587         20,891,929      LLC-store-misses                                              (49.99%)
   480.040754587    <not supported>      LLC-prefetch-misses                                         
   510.043341472        217,811,496      LLC-loads                                                     (50.00%)
   510.043341472         37,893,031      LLC-load-misses           #   17.77% of all LL-cache hits     (50.00%)
   510.043341472         52,872,341      LLC-stores                                                    (50.00%)
   510.043341472         21,574,427      LLC-store-misses                                              (50.00%)
   510.043341472    <not supported>      LLC-prefetch-misses                                         
   540.045125186        212,307,965      LLC-loads                                                     (50.00%)
   540.045125186         34,208,929      LLC-load-misses           #   16.05% of all LL-cache hits     (50.00%)
   540.045125186         51,478,086      LLC-stores                                                    (50.00%)
   540.045125186         20,681,245      LLC-store-misses                                              (50.00%)
   540.045125186    <not supported>      LLC-prefetch-misses                                         
   570.048343548        211,900,477      LLC-loads                                                     (50.00%)
   570.048343548         34,289,121      LLC-load-misses           #   16.09% of all LL-cache hits     (50.00%)
   570.048343548         51,491,954      LLC-stores                                                    (50.00%)
   570.048343548         20,501,913      LLC-store-misses                                              (50.00%)
   570.048343548    <not supported>      LLC-prefetch-misses                                         
   600.049969431        210,697,370      LLC-loads                                                     (50.01%)
   600.049969431         35,449,539      LLC-load-misses           #   16.65% of all LL-cache hits     (50.00%)
   600.049969431         51,105,207      LLC-stores                                                    (49.99%)
   600.049969431         20,715,949      LLC-store-misses                                              (50.00%)
   600.049969431    <not supported>      LLC-prefetch-misses                                         
   630.052693980        216,361,026      LLC-loads                                                     (50.01%)
   630.052693980         38,150,443      LLC-load-misses           #   17.90% of all LL-cache hits     (50.01%)
   630.052693980         52,050,781      LLC-stores                                                    (49.99%)
   630.052693980         21,341,859      LLC-store-misses                                              (49.99%)
   630.052693980    <not supported>      LLC-prefetch-misses                                         
   660.056817690        210,919,691      LLC-loads                                                     (50.00%)
   660.056817690         34,516,012      LLC-load-misses           #   16.20% of all LL-cache hits     (50.00%)
   660.056817690         51,039,933      LLC-stores                                                    (50.00%)
   660.056817690         20,913,111      LLC-store-misses                                              (49.99%)
   660.056817690    <not supported>      LLC-prefetch-misses                                         
   690.060408642        221,915,572      LLC-loads                                                     (50.00%)
   690.060408642         38,778,401      LLC-load-misses           #   18.17% of all LL-cache hits     (50.00%)
   690.060408642         55,069,366      LLC-stores                                                    (50.00%)
   690.060408642         23,032,697      LLC-store-misses                                              (50.01%)
   690.060408642    <not supported>      LLC-prefetch-misses                                         
   720.064074378        213,473,381      LLC-loads                                                     (50.00%)
   720.064074378         35,485,911      LLC-load-misses           #   16.63% of all LL-cache hits     (49.99%)
   720.064074378         51,625,597      LLC-stores                                                    (50.00%)
   720.064074378         20,687,210      LLC-store-misses                                              (50.00%)
   720.064074378    <not supported>      LLC-prefetch-misses                                         
   750.067017452        216,732,041      LLC-loads                                                     (50.01%)
   750.067017452         36,401,119      LLC-load-misses           #   17.04% of all LL-cache hits     (50.00%)
   750.067017452         51,906,025      LLC-stores                                                    (49.99%)
   750.067017452         20,594,228      LLC-store-misses                                              (50.00%)
   750.067017452    <not supported>      LLC-prefetch-misses                                         
   780.068928569        210,126,519      LLC-loads                                                     (50.01%)
   780.068928569         36,216,637      LLC-load-misses           #   16.97% of all LL-cache hits     (50.00%)
   780.068928569         51,619,467      LLC-stores                                                    (49.99%)
   780.068928569         20,732,446      LLC-store-misses                                              (50.00%)
   780.068928569    <not supported>      LLC-prefetch-misses                                         
   810.071355722        209,183,108      LLC-loads                                                     (50.01%)
   810.071355722         33,416,578      LLC-load-misses           #   15.67% of all LL-cache hits     (50.00%)
   810.071355722         52,276,087      LLC-stores                                                    (50.00%)
   810.071355722         20,259,591      LLC-store-misses                                              (50.00%)
   810.071355722    <not supported>      LLC-prefetch-misses                                         
