Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	11/22/2023 	_x86_64_	(40 CPU)

04:37:57 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:38:57 PM  all    3.27    0.00   96.57    0.00    0.00    0.10    0.00    0.00    0.00    0.06
04:39:57 PM  all    4.38    0.00   88.62    0.01    0.00    0.15    0.00    0.00    0.00    6.85
04:40:57 PM  all   10.39    0.00   68.93    0.02    0.00    0.42    0.00    0.00    0.00   20.23
04:41:57 PM  all    3.99    0.00   90.43    0.00    0.00    0.12    0.00    0.00    0.00    5.46
04:42:57 PM  all    3.12    0.00   96.74    0.00    0.00    0.06    0.00    0.00    0.00    0.07
04:43:57 PM  all    3.28    0.00   96.53    0.00    0.00    0.08    0.00    0.00    0.00    0.12
04:44:57 PM  all    3.70    0.00   93.71    0.01    0.00    0.12    0.00    0.00    0.00    2.46
04:45:57 PM  all    5.42    0.00   89.69    0.01    0.00    0.14    0.00    0.00    0.00    4.75
04:46:57 PM  all    4.18    0.00   95.55    0.00    0.00    0.13    0.00    0.00    0.00    0.14
04:47:57 PM  all    4.26    0.00   95.35    0.00    0.00    0.17    0.00    0.00    0.00    0.22
04:48:57 PM  all    4.37    0.00   95.29    0.00    0.00    0.13    0.00    0.00    0.00    0.21
04:49:57 PM  all    6.68    0.00   81.45    0.01    0.00    0.26    0.00    0.00    0.00   11.59
04:50:57 PM  all    3.54    0.00   88.88    0.00    0.00    0.10    0.00    0.00    0.00    7.48
04:51:57 PM  all    2.88    0.00   97.02    0.00    0.00    0.04    0.00    0.00    0.00    0.06
04:52:57 PM  all    3.65    0.00   95.84    0.00    0.00    0.08    0.00    0.00    0.00    0.43
04:53:57 PM  all    1.80    0.00   98.10    0.00    0.00    0.04    0.00    0.00    0.00    0.06
04:54:57 PM  all    2.71    0.00   97.20    0.00    0.00    0.05    0.00    0.00    0.00    0.04
04:55:57 PM  all    2.90    0.00   97.00    0.00    0.00    0.06    0.00    0.00    0.00    0.03
04:56:57 PM  all    2.84    0.00   97.05    0.00    0.00    0.06    0.00    0.00    0.00    0.05
04:57:57 PM  all    2.22    0.00   97.68    0.00    0.00    0.05    0.00    0.00    0.00    0.04
04:58:57 PM  all    2.87    0.00   96.98    0.00    0.00    0.07    0.00    0.00    0.00    0.09
04:59:57 PM  all    2.54    0.00   97.03    0.00    0.00    0.06    0.00    0.00    0.00    0.36
05:00:57 PM  all    3.14    0.00   96.66    0.00    0.00    0.06    0.00    0.00    0.00    0.14
05:01:57 PM  all    2.40    0.00   97.18    0.00    0.00    0.05    0.00    0.00    0.00    0.36
Average:     all    3.77    0.00   93.57    0.00    0.00    0.11    0.00    0.00    0.00    2.54
