Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	11/22/2023 	_x86_64_	(40 CPU)

06:08:12 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:09:12 PM  all    3.17    0.00   96.71    0.00    0.00    0.07    0.00    0.00    0.00    0.05
06:10:12 PM  all    4.17    0.00   95.60    0.00    0.00    0.11    0.00    0.00    0.00    0.13
06:11:12 PM  all    4.72    0.00   94.89    0.00    0.00    0.14    0.00    0.00    0.00    0.25
06:12:12 PM  all    6.40    0.00   91.93    0.01    0.00    0.24    0.00    0.00    0.00    1.43
06:13:12 PM  all    5.56    0.00   91.29    0.01    0.00    0.25    0.00    0.00    0.00    2.89
06:14:12 PM  all    4.23    0.00   93.72    0.00    0.00    0.13    0.00    0.00    0.00    1.92
06:15:12 PM  all    5.45    0.00   93.36    0.00    0.00    0.19    0.00    0.00    0.00    0.99
06:16:12 PM  all   10.57    0.00   87.69    0.01    0.00    0.34    0.00    0.00    0.00    1.37
06:17:12 PM  all   10.37    0.00   86.33    0.01    0.00    0.48    0.00    0.00    0.00    2.81
06:18:12 PM  all    7.50    0.00   88.14    0.01    0.00    0.21    0.00    0.00    0.00    4.13
06:19:12 PM  all    4.25    0.00   94.33    0.01    0.00    0.10    0.00    0.00    0.00    1.32
06:20:12 PM  all    5.26    0.00   91.78    0.01    0.00    0.12    0.00    0.00    0.00    2.83
06:21:12 PM  all    3.53    0.00   96.17    0.00    0.00    0.11    0.00    0.00    0.00    0.19
06:22:12 PM  all    4.19    0.00   95.45    0.00    0.00    0.14    0.00    0.00    0.00    0.22
06:23:12 PM  all    5.16    0.00   93.70    0.01    0.00    0.16    0.00    0.00    0.00    0.97
06:24:12 PM  all    4.43    0.00   92.45    0.01    0.00    0.10    0.00    0.00    0.00    3.02
06:25:12 PM  all    2.57    0.00   96.87    0.00    0.00    0.05    0.00    0.00    0.00    0.51
06:26:12 PM  all    3.02    0.00   96.88    0.00    0.00    0.06    0.00    0.00    0.00    0.05
06:27:12 PM  all    3.16    0.00   96.71    0.00    0.00    0.09    0.00    0.00    0.00    0.03
06:28:12 PM  all    3.77    0.00   96.06    0.00    0.00    0.13    0.00    0.00    0.00    0.04
06:29:12 PM  all    6.85    0.00   83.28    0.01    0.00    0.24    0.00    0.00    0.00    9.63
06:30:12 PM  all    2.87    0.00   97.02    0.00    0.00    0.05    0.00    0.00    0.00    0.06
06:31:12 PM  all    2.90    0.00   97.01    0.00    0.00    0.05    0.00    0.00    0.00    0.05
06:32:12 PM  all    2.14    0.00   97.79    0.00    0.00    0.05    0.00    0.00    0.00    0.03
Average:     all    4.84    0.00   93.56    0.00    0.00    0.15    0.00    0.00    0.00    1.45
