Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/14/2023 	_x86_64_	(40 CPU)

12:41:29 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:41:59 AM  all    7.72    0.00   87.24    0.01    0.00    0.28    0.00    0.00    0.00    4.75
12:42:29 AM  all    5.85    0.00   91.11    0.00    0.00    0.21    0.00    0.00    0.00    2.83
12:42:59 AM  all    7.17    0.00   91.11    0.00    0.00    0.37    0.00    0.00    0.00    1.35
12:43:29 AM  all    6.57    0.00   92.46    0.00    0.00    0.18    0.00    0.00    0.00    0.79
12:43:59 AM  all    4.15    0.00   95.10    0.01    0.00    0.09    0.00    0.00    0.00    0.65
12:44:29 AM  all    5.21    0.00   93.91    0.00    0.00    0.08    0.00    0.00    0.00    0.80
12:44:59 AM  all    6.12    0.00   88.42    0.01    0.00    0.16    0.00    0.00    0.00    5.29
12:45:29 AM  all    4.63    0.00   94.27    0.00    0.00    0.13    0.00    0.00    0.00    0.97
12:45:59 AM  all    3.91    0.00   95.67    0.00    0.00    0.10    0.00    0.00    0.00    0.31
12:46:29 AM  all    3.02    0.00   96.66    0.00    0.00    0.08    0.00    0.00    0.00    0.24
12:46:59 AM  all    4.43    0.00   93.68    0.00    0.00    0.10    0.00    0.00    0.00    1.79
12:47:29 AM  all    4.85    0.00   92.64    0.00    0.00    0.14    0.00    0.00    0.00    2.37
12:47:59 AM  all    4.36    0.00   95.27    0.00    0.00    0.15    0.00    0.00    0.00    0.22
12:48:29 AM  all    5.18    0.00   94.51    0.00    0.00    0.14    0.00    0.00    0.00    0.18
12:48:59 AM  all    5.19    0.00   94.36    0.00    0.00    0.18    0.00    0.00    0.00    0.27
12:49:29 AM  all    4.54    0.00   95.17    0.00    0.00    0.16    0.00    0.00    0.00    0.13
12:49:59 AM  all    4.54    0.00   94.30    0.01    0.00    0.18    0.00    0.00    0.00    0.98
12:50:29 AM  all    6.85    0.00   92.55    0.01    0.00    0.20    0.00    0.00    0.00    0.38
12:50:59 AM  all    5.87    0.00   93.64    0.00    0.00    0.19    0.00    0.00    0.00    0.30
12:51:29 AM  all    6.11    0.00   92.49    0.00    0.00    0.29    0.00    0.00    0.00    1.11
12:51:59 AM  all    6.92    0.00   92.34    0.01    0.00    0.14    0.00    0.00    0.00    0.58
12:52:29 AM  all    9.91    0.00   87.18    0.01    0.00    0.31    0.00    0.00    0.00    2.59
12:52:59 AM  all   13.43    0.00   67.10    0.04    0.00    0.42    0.00    0.00    0.00   19.01
12:53:29 AM  all    4.36    0.00   95.37    0.00    0.00    0.08    0.00    0.00    0.00    0.19
Average:     all    5.86    0.00   91.96    0.01    0.00    0.18    0.00    0.00    0.00    1.99
