Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

06:25:21 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:26:21 PM  all    9.35    0.00    9.08    0.02    0.00    0.86    0.00    0.00    0.00   80.69
06:27:21 PM  all   10.48    0.00    9.27    0.02    0.00    0.88    0.00    0.00    0.00   79.35
06:28:21 PM  all    9.55    0.00    9.10    0.02    0.00    0.93    0.00    0.00    0.00   80.40
06:29:21 PM  all    9.22    0.00    9.03    0.02    0.00    0.87    0.00    0.00    0.00   80.86
06:30:21 PM  all    9.13    0.00    8.95    0.02    0.00    0.95    0.00    0.00    0.00   80.96
06:31:21 PM  all    9.92    0.00    9.25    0.02    0.00    0.88    0.00    0.00    0.00   79.93
06:32:21 PM  all    9.27    0.00    9.11    0.02    0.00    0.88    0.00    0.00    0.00   80.72
06:33:21 PM  all    9.66    0.00    9.24    0.02    0.00    0.90    0.00    0.00    0.00   80.19
06:34:21 PM  all    9.33    0.00    9.25    0.02    0.00    0.86    0.00    0.00    0.00   80.54
06:35:21 PM  all    9.17    0.00    9.21    0.02    0.00    0.95    0.00    0.00    0.00   80.66
06:36:21 PM  all    9.15    0.00    9.15    0.01    0.00    0.89    0.00    0.00    0.00   80.80
06:37:21 PM  all   10.19    0.00    9.43    0.02    0.00    0.90    0.00    0.00    0.00   79.45
Average:     all    9.53    0.00    9.17    0.02    0.00    0.90    0.00    0.00    0.00   80.38
