Linux 5.4.0-164-generic (node-0.llcperf.rperf-pg0.wisc.cloudlab.us) 	11/27/2023 	_x86_64_	(40 CPU)

06:14:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:15:21 AM  all   24.79    0.00   38.10    0.04    0.00    1.88    0.00    0.00    0.00   35.19
06:15:51 AM  all   12.08    0.00   78.77    0.01    0.00    0.77    0.00    0.00    0.00    8.36
06:16:21 AM  all   26.90    0.00   26.83    0.02    0.00    2.30    0.00    0.00    0.00   43.93
06:16:51 AM  all    8.98    0.00   83.37    0.01    0.00    0.67    0.00    0.00    0.00    6.97
06:17:21 AM  all   27.29    0.00   26.40    0.03    0.00    2.35    0.00    0.00    0.00   43.92
06:17:51 AM  all    7.86    0.00   85.35    0.00    0.00    0.54    0.00    0.00    0.00    6.25
06:18:21 AM  all   22.20    0.00   48.52    0.03    0.00    1.83    0.00    0.00    0.00   27.42
06:18:51 AM  all    6.36    0.00   89.28    0.00    0.00    0.39    0.00    0.00    0.00    3.97
06:19:21 AM  all   27.61    0.00   28.37    0.03    0.00    2.40    0.00    0.00    0.00   41.60
06:19:51 AM  all    6.80    0.00   86.50    0.00    0.00    0.46    0.00    0.00    0.00    6.24
06:20:21 AM  all   27.59    0.00   26.43    0.03    0.00    2.46    0.00    0.00    0.00   43.49
06:20:51 AM  all   11.49    0.00   77.42    0.02    0.00    0.71    0.00    0.00    0.00   10.36
06:21:21 AM  all   25.20    0.00   34.90    0.03    0.00    2.14    0.00    0.00    0.00   37.72
06:21:51 AM  all   11.04    0.00   72.79    0.01    0.00    0.87    0.00    0.00    0.00   15.29
06:22:21 AM  all   20.27    0.00   47.63    0.01    0.00    1.84    0.00    0.00    0.00   30.24
06:22:51 AM  all    7.56    0.00   85.20    0.00    0.00    0.57    0.00    0.00    0.00    6.66
06:23:21 AM  all   20.89    0.00   44.98    0.02    0.00    1.80    0.00    0.00    0.00   32.31
06:23:51 AM  all    8.17    0.00   81.22    0.00    0.00    0.68    0.00    0.00    0.00    9.92
06:24:21 AM  all   20.36    0.00   49.18    0.02    0.00    1.78    0.00    0.00    0.00   28.67
06:24:51 AM  all   14.02    0.00   62.09    0.01    0.00    1.15    0.00    0.00    0.00   22.73
06:25:21 AM  all   18.79    0.00   54.45    0.01    0.00    1.65    0.00    0.00    0.00   25.10
06:25:51 AM  all   16.79    0.00   53.88    0.01    0.00    1.41    0.00    0.00    0.00   27.90
06:26:21 AM  all   16.49    0.00   61.24    0.01    0.00    1.43    0.00    0.00    0.00   20.83
06:26:51 AM  all   15.11    0.00   58.97    0.01    0.00    1.30    0.00    0.00    0.00   24.62
Average:     all   16.78    0.00   58.65    0.02    0.00    1.38    0.00    0.00    0.00   23.17
