Linux 5.4.0-164-generic (node-4.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

09:27:35 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:28:35 PM  all   13.93    0.00   10.74    0.03    0.00    0.60    0.00    0.00    0.00   74.71
09:29:35 PM  all   33.71    0.00   12.50    0.07    0.00    0.46    0.00    0.00    0.00   53.25
09:30:35 PM  all   34.70    0.00   11.88    0.04    0.00    0.47    0.00    0.00    0.00   52.90
09:31:35 PM  all   33.15    0.00   12.01    0.04    0.00    0.52    0.00    0.00    0.00   54.28
09:32:35 PM  all   34.71    0.00   12.75    0.03    0.00    0.53    0.00    0.00    0.00   51.99
09:33:35 PM  all   28.28    0.00   12.24    0.03    0.00    0.54    0.00    0.00    0.00   58.91
09:34:35 PM  all   31.52    0.00   11.37    0.02    0.00    0.49    0.00    0.00    0.00   56.59
09:35:35 PM  all   32.73    0.00   11.42    0.03    0.00    0.52    0.00    0.00    0.00   55.30
09:36:35 PM  all   31.71    0.00   11.92    0.03    0.00    0.56    0.00    0.00    0.00   55.78
09:37:35 PM  all   34.67    0.00   11.51    0.03    0.00    0.51    0.00    0.00    0.00   53.28
09:38:35 PM  all   28.57    0.00   11.32    0.03    0.00    0.62    0.00    0.00    0.00   59.46
09:39:35 PM  all   26.59    0.00   11.23    0.03    0.00    0.61    0.00    0.00    0.00   61.55
Average:     all   30.35    0.00   11.74    0.03    0.00    0.54    0.00    0.00    0.00   57.34
