Linux 5.4.0-164-generic (node-3.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

07:31:55 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:32:55 PM  all    9.65    0.00    8.62    0.02    0.00    0.84    0.00    0.00    0.00   80.86
07:33:55 PM  all   10.63    0.00    8.79    0.02    0.00    0.79    0.00    0.00    0.00   79.77
07:34:55 PM  all    9.57    0.00    8.66    0.02    0.00    0.85    0.00    0.00    0.00   80.91
07:35:55 PM  all    9.38    0.00    8.56    0.02    0.00    0.87    0.00    0.00    0.00   81.18
07:36:55 PM  all    9.12    0.00    8.47    0.01    0.00    0.87    0.00    0.00    0.00   81.53
07:37:55 PM  all    9.94    0.00    8.76    0.02    0.00    0.83    0.00    0.00    0.00   80.45
07:38:55 PM  all    9.23    0.00    8.61    0.02    0.00    0.86    0.00    0.00    0.00   81.28
07:39:55 PM  all    9.64    0.00    8.73    0.02    0.00    0.85    0.00    0.00    0.00   80.76
07:40:55 PM  all    9.31    0.00    8.86    0.02    0.00    0.87    0.00    0.00    0.00   80.94
07:41:55 PM  all    9.09    0.00    8.64    0.01    0.00    0.87    0.00    0.00    0.00   81.39
07:42:55 PM  all    9.08    0.00    8.55    0.02    0.00    0.86    0.00    0.00    0.00   81.50
07:43:55 PM  all   10.04    0.00    8.80    0.02    0.00    0.87    0.00    0.00    0.00   80.27
Average:     all    9.56    0.00    8.67    0.02    0.00    0.85    0.00    0.00    0.00   80.90
