Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

07:55:14 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:56:14 PM  all   17.42    0.00   14.10    0.07    0.00    0.39    0.00    0.00    0.00   68.02
07:57:14 PM  all   33.72    0.00   13.35    0.06    0.00    0.46    0.00    0.00    0.00   52.41
07:58:14 PM  all   34.60    0.00   12.76    0.04    0.00    0.48    0.00    0.00    0.00   52.12
07:59:14 PM  all   33.13    0.00   12.71    0.03    0.00    0.48    0.00    0.00    0.00   53.65
08:00:14 PM  all   34.89    0.00   13.49    0.04    0.00    0.55    0.00    0.00    0.00   51.03
08:01:14 PM  all   26.86    0.00   12.66    0.03    0.00    0.61    0.00    0.00    0.00   59.84
08:02:14 PM  all   30.98    0.00   11.87    0.03    0.00    0.57    0.00    0.00    0.00   56.56
08:03:14 PM  all   31.54    0.00   11.98    0.03    0.00    0.56    0.00    0.00    0.00   55.90
08:04:14 PM  all   31.12    0.00   12.75    0.03    0.00    0.59    0.00    0.00    0.00   55.51
08:05:14 PM  all   34.05    0.00   11.38    0.04    0.00    0.55    0.00    0.00    0.00   53.99
08:06:14 PM  all   27.27    0.00   11.85    0.04    0.00    0.64    0.00    0.00    0.00   60.21
08:07:14 PM  all   26.08    0.00   11.53    0.03    0.00    0.64    0.00    0.00    0.00   61.73
Average:     all   30.14    0.00   12.53    0.04    0.00    0.54    0.00    0.00    0.00   56.75
