Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/29/2024 	_x86_64_	(40 CPU)

01:53:46 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:46 AM  all   19.39    0.00   12.52    0.05    0.00    0.42    0.00    0.00    0.00   67.63
01:55:46 AM  all   53.81    0.00   14.19    0.07    0.00    0.52    0.00    0.00    0.00   31.40
01:56:46 AM  all   58.59    0.00   19.90    0.04    0.00    0.52    0.00    0.00    0.00   20.95
01:57:46 AM  all   62.53    0.00   18.94    0.03    0.00    0.52    0.00    0.00    0.00   17.98
01:58:46 AM  all   56.74    0.00   17.32    0.03    0.00    0.55    0.00    0.00    0.00   25.36
01:59:46 AM  all   51.41    0.00   15.25    0.05    0.00    0.69    0.00    0.00    0.00   32.61
02:00:46 AM  all   52.51    0.00   13.25    0.03    0.00    0.56    0.00    0.00    0.00   33.65
02:01:46 AM  all   59.11    0.00   19.25    0.03    0.00    0.46    0.00    0.00    0.00   21.15
02:02:46 AM  all   58.57    0.00   21.77    0.04    0.00    0.45    0.00    0.00    0.00   19.18
02:03:46 AM  all   57.25    0.00   17.95    0.03    0.00    0.52    0.00    0.00    0.00   24.25
02:04:46 AM  all   49.33    0.00   13.84    0.04    0.00    0.64    0.00    0.00    0.00   36.15
02:05:46 AM  all   48.63    0.00   13.49    0.03    0.00    0.62    0.00    0.00    0.00   37.22
Average:     all   52.32    0.00   16.48    0.04    0.00    0.54    0.00    0.00    0.00   30.62
