# started on Mon Nov 27 05:56:41 2023

#           time             counts unit events
   120.001799691     11,816,534,986      LLC-loads                                                     (50.00%)
   120.001799691      1,969,746,683      LLC-load-misses           #   16.67% of all LL-cache hits     (50.00%)
   120.001799691      3,446,252,813      LLC-stores                                                    (50.00%)
   120.001799691      1,440,807,843      LLC-store-misses                                              (50.00%)
   120.001799691    <not supported>      LLC-prefetch-misses                                         
   150.002656766     17,380,840,780      LLC-loads                                                     (50.00%)
   150.002656766      1,994,810,711      LLC-load-misses           #   13.66% of all LL-cache hits     (50.00%)
   150.002656766      5,195,976,577      LLC-stores                                                    (50.00%)
   150.002656766      2,147,286,151      LLC-store-misses                                              (50.00%)
   150.002656766    <not supported>      LLC-prefetch-misses                                         
   180.003444622      9,154,426,545      LLC-loads                                                     (50.00%)
   180.003444622      1,820,433,683      LLC-load-misses           #   14.24% of all LL-cache hits     (50.00%)
   180.003444622      2,605,716,835      LLC-stores                                                    (50.00%)
   180.003444622      1,044,533,181      LLC-store-misses                                              (50.00%)
   180.003444622    <not supported>      LLC-prefetch-misses                                         
   210.004445297     15,941,815,175      LLC-loads                                                     (50.00%)
   210.004445297      1,738,810,930      LLC-load-misses           #   12.81% of all LL-cache hits     (50.00%)
   210.004445297      4,843,004,970      LLC-stores                                                    (50.00%)
   210.004445297      1,998,075,773      LLC-store-misses                                              (50.00%)
   210.004445297    <not supported>      LLC-prefetch-misses                                         
   240.005250813     10,042,138,734      LLC-loads                                                     (50.00%)
   240.005250813      1,757,251,189      LLC-load-misses           #   13.66% of all LL-cache hits     (50.00%)
   240.005250813      2,971,692,819      LLC-stores                                                    (50.00%)
   240.005250813      1,183,577,936      LLC-store-misses                                              (50.00%)
   240.005250813    <not supported>      LLC-prefetch-misses                                         
   270.006271602     15,610,511,284      LLC-loads                                                     (50.00%)
   270.006271602      1,819,711,422      LLC-load-misses           #   13.66% of all LL-cache hits     (50.00%)
   270.006271602      4,678,599,142      LLC-stores                                                    (50.00%)
   270.006271602      1,925,720,981      LLC-store-misses                                              (50.00%)
   270.006271602    <not supported>      LLC-prefetch-misses                                         
   300.007260306     10,182,873,164      LLC-loads                                                     (50.00%)
   300.007260306      1,749,751,739      LLC-load-misses           #   13.59% of all LL-cache hits     (50.00%)
   300.007260306      3,084,176,804      LLC-stores                                                    (50.00%)
