Linux 5.4.0-164-generic (node-3.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/29/2024 	_x86_64_	(40 CPU)

02:08:15 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:09:15 AM  all   20.26    0.00   12.31    0.06    0.00    0.42    0.00    0.00    0.00   66.95
02:10:15 AM  all   56.17    0.00   14.20    0.09    0.00    0.57    0.00    0.00    0.00   28.97
02:11:15 AM  all   59.39    0.00   19.32    0.05    0.00    0.43    0.00    0.00    0.00   20.81
02:12:15 AM  all   63.90    0.00   18.90    0.04    0.00    0.47    0.00    0.00    0.00   16.70
02:13:15 AM  all   57.22    0.00   16.20    0.04    0.00    0.54    0.00    0.00    0.00   26.00
02:14:15 AM  all   51.52    0.00   14.72    0.07    0.00    0.69    0.00    0.00    0.00   33.01
02:15:15 AM  all   52.50    0.00   12.60    0.04    0.00    0.62    0.00    0.00    0.00   34.24
02:16:15 AM  all   59.71    0.00   19.61    0.05    0.00    0.48    0.00    0.00    0.00   20.15
02:17:15 AM  all   58.48    0.00   21.61    0.04    0.00    0.48    0.00    0.00    0.00   19.39
02:18:15 AM  all   59.55    0.00   17.20    0.05    0.00    0.52    0.00    0.00    0.00   22.68
02:19:15 AM  all   48.61    0.00   13.28    0.06    0.00    0.60    0.00    0.00    0.00   37.45
02:20:15 AM  all   52.18    0.00   13.31    0.05    0.00    0.68    0.00    0.00    0.00   33.79
Average:     all   53.30    0.00   16.11    0.05    0.00    0.54    0.00    0.00    0.00   30.00
