Linux 5.4.0-164-generic (node-1.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

07:03:47 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:04:47 PM  all    9.09    0.00    9.56    0.01    0.00    0.85    0.00    0.00    0.00   80.48
07:05:47 PM  all   10.21    0.00    9.74    0.02    0.00    0.83    0.00    0.00    0.00   79.18
07:06:47 PM  all    9.88    0.00    9.50    0.02    0.00    0.84    0.00    0.00    0.00   79.76
07:07:47 PM  all    8.95    0.00    9.40    0.02    0.00    0.86    0.00    0.00    0.00   80.78
07:08:47 PM  all    8.46    0.00    9.27    0.01    0.00    0.83    0.00    0.00    0.00   81.44
07:09:47 PM  all   10.23    0.00    9.71    0.02    0.00    0.87    0.00    0.00    0.00   79.16
07:10:47 PM  all    8.97    0.00    9.44    0.02    0.00    0.84    0.00    0.00    0.00   80.74
07:11:47 PM  all    9.77    0.00    9.65    0.02    0.00    0.84    0.00    0.00    0.00   79.72
07:12:47 PM  all    8.91    0.00    9.39    0.02    0.00    0.87    0.00    0.00    0.00   80.81
07:13:47 PM  all    8.52    0.00    9.31    0.01    0.00    0.88    0.00    0.00    0.00   81.28
07:14:47 PM  all    8.65    0.00    9.29    0.01    0.00    0.85    0.00    0.00    0.00   81.20
07:15:47 PM  all   10.40    0.00    9.86    0.02    0.00    0.84    0.00    0.00    0.00   78.87
Average:     all    9.34    0.00    9.51    0.02    0.00    0.85    0.00    0.00    0.00   80.29
