Linux 5.4.0-164-generic (node-0.llcperf.rperf-pg0.wisc.cloudlab.us) 	11/28/2023 	_x86_64_	(40 CPU)

01:06:20 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:06:50 PM  all   23.98    0.00    9.90    0.01    0.00    2.19    0.00    0.00    0.00   63.93
01:07:20 PM  all   23.46    0.00   10.78    0.01    0.00    2.11    0.00    0.00    0.00   63.65
01:07:50 PM  all   23.43    0.00   10.07    0.01    0.00    2.20    0.00    0.00    0.00   64.29
01:08:20 PM  all   23.62    0.00   10.44    0.01    0.00    2.20    0.00    0.00    0.00   63.74
01:08:50 PM  all   23.23    0.00   10.34    0.01    0.00    2.20    0.00    0.00    0.00   64.23
01:09:20 PM  all   23.32    0.00   10.16    0.01    0.00    2.18    0.00    0.00    0.00   64.33
01:09:50 PM  all   23.15    0.00   10.46    0.01    0.00    2.18    0.00    0.00    0.00   64.20
01:10:20 PM  all   23.56    0.00    9.76    0.01    0.00    2.23    0.00    0.00    0.00   64.44
01:10:50 PM  all   22.93    0.00   10.35    0.00    0.00    2.11    0.00    0.00    0.00   64.61
01:11:20 PM  all   23.18    0.00    9.68    0.01    0.00    2.19    0.00    0.00    0.00   64.95
01:11:50 PM  all   22.80    0.00   10.29    0.01    0.00    2.18    0.00    0.00    0.00   64.71
01:12:20 PM  all   23.01    0.00    9.74    0.00    0.00    2.26    0.00    0.00    0.00   65.00
01:12:50 PM  all   22.79    0.00   10.24    0.01    0.00    2.15    0.00    0.00    0.00   64.81
01:13:20 PM  all   22.87    0.00    9.62    0.01    0.00    2.22    0.00    0.00    0.00   65.29
01:13:50 PM  all   22.41    0.00   10.50    0.03    0.00    2.10    0.00    0.00    0.00   64.95
01:14:20 PM  all   22.97    0.00    9.38    0.01    0.00    2.21    0.00    0.00    0.00   65.43
01:14:50 PM  all   22.36    0.00   10.56    0.01    0.00    2.16    0.00    0.00    0.00   64.91
01:15:20 PM  all   22.67    0.00    9.52    0.01    0.00    2.26    0.00    0.00    0.00   65.54
01:15:50 PM  all   22.47    0.00   10.25    0.01    0.00    2.16    0.00    0.00    0.00   65.11
01:16:20 PM  all   22.53    0.00    9.61    0.01    0.00    2.23    0.00    0.00    0.00   65.62
01:16:50 PM  all   22.21    0.00   10.01    0.01    0.00    2.22    0.00    0.00    0.00   65.55
01:17:20 PM  all   22.39    0.00    9.84    0.01    0.00    2.19    0.00    0.00    0.00   65.58
01:17:50 PM  all   22.51    0.00    9.86    0.01    0.00    2.19    0.00    0.00    0.00   65.43
01:18:20 PM  all   22.41    0.00    9.95    0.01    0.00    2.22    0.00    0.00    0.00   65.42
Average:     all   22.93    0.00   10.05    0.01    0.00    2.19    0.00    0.00    0.00   64.82
