Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/13/2023 	_x86_64_	(40 CPU)

03:48:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:49:21 AM  all    7.56    0.00   80.95    0.00    0.00    0.43    0.00    0.00    0.00   11.06
03:49:51 AM  all   10.25    0.00   71.08    0.00    0.00    0.66    0.00    0.00    0.00   18.00
03:50:21 AM  all    7.64    0.00   79.81    0.00    0.00    0.44    0.00    0.00    0.00   12.10
03:50:51 AM  all   10.36    0.00   70.59    0.00    0.00    0.68    0.00    0.00    0.00   18.37
03:51:21 AM  all    8.04    0.00   78.41    0.00    0.00    0.49    0.00    0.00    0.00   13.05
03:51:51 AM  all   10.55    0.00   70.36    0.00    0.00    0.67    0.00    0.00    0.00   18.41
03:52:21 AM  all    7.99    0.00   77.95    0.01    0.00    0.47    0.00    0.00    0.00   13.58
03:52:51 AM  all   10.44    0.00   70.07    0.00    0.00    0.69    0.00    0.00    0.00   18.80
03:53:21 AM  all    8.72    0.00   76.23    0.00    0.00    0.55    0.00    0.00    0.00   14.49
03:53:51 AM  all    9.83    0.00   71.84    0.00    0.00    0.62    0.00    0.00    0.00   17.71
03:54:21 AM  all    9.12    0.00   75.23    0.00    0.00    0.56    0.00    0.00    0.00   15.08
03:54:51 AM  all   10.36    0.00   69.54    0.00    0.00    0.65    0.00    0.00    0.00   19.45
03:55:21 AM  all    9.38    0.00   74.20    0.00    0.00    0.57    0.00    0.00    0.00   15.84
03:55:51 AM  all   10.47    0.00   69.75    0.00    0.00    0.65    0.00    0.00    0.00   19.13
03:56:21 AM  all   10.25    0.00   70.18    0.00    0.00    0.64    0.00    0.00    0.00   18.93
03:56:51 AM  all    8.95    0.00   75.40    0.00    0.00    0.54    0.00    0.00    0.00   15.12
03:57:21 AM  all   11.46    0.00   64.38    0.01    0.00    0.77    0.00    0.00    0.00   23.38
03:57:51 AM  all    7.58    0.00   80.67    0.00    0.00    0.44    0.00    0.00    0.00   11.31
03:58:21 AM  all   12.76    0.00   59.37    0.00    0.00    0.84    0.00    0.00    0.00   27.02
03:58:51 AM  all    7.12    0.00   82.59    0.00    0.00    0.42    0.00    0.00    0.00    9.86
03:59:21 AM  all   13.10    0.00   55.99    0.01    0.00    0.90    0.00    0.00    0.00   30.00
03:59:51 AM  all    6.06    0.00   85.16    0.00    0.00    0.34    0.00    0.00    0.00    8.44
04:00:21 AM  all   14.38    0.00   50.50    0.01    0.00    1.03    0.00    0.00    0.00   34.08
04:00:51 AM  all    4.82    0.00   89.68    0.00    0.00    0.24    0.00    0.00    0.00    5.26
Average:     all    9.46    0.00   72.95    0.00    0.00    0.60    0.00    0.00    0.00   17.00
