Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

10:39:13 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:40:13 PM  all   16.04    0.00   10.22    0.05    0.00    0.55    0.00    0.00    0.00   73.13
10:41:13 PM  all   50.11    0.00   12.49    0.07    0.00    0.57    0.00    0.00    0.00   36.76
10:42:13 PM  all   57.01    0.00   18.58    0.04    0.00    0.49    0.00    0.00    0.00   23.88
10:43:13 PM  all   60.59    0.00   19.52    0.03    0.00    0.49    0.00    0.00    0.00   19.36
10:44:13 PM  all   55.00    0.00   16.98    0.03    0.00    0.54    0.00    0.00    0.00   27.45
10:45:13 PM  all   47.74    0.00   13.46    0.04    0.00    0.73    0.00    0.00    0.00   38.04
10:46:13 PM  all   49.47    0.00   11.50    0.03    0.00    0.59    0.00    0.00    0.00   38.41
10:47:13 PM  all   59.91    0.00   19.04    0.04    0.00    0.45    0.00    0.00    0.00   20.56
10:48:13 PM  all   57.83    0.00   22.76    0.03    0.00    0.44    0.00    0.00    0.00   18.94
10:49:13 PM  all   54.96    0.00   16.29    0.04    0.00    0.56    0.00    0.00    0.00   28.15
10:50:13 PM  all   43.85    0.00   12.16    0.03    0.00    0.71    0.00    0.00    0.00   43.25
10:51:13 PM  all   45.02    0.00   11.84    0.04    0.00    0.67    0.00    0.00    0.00   42.43
Average:     all   49.79    0.00   15.41    0.04    0.00    0.57    0.00    0.00    0.00   34.20
