Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

07:53:34 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:54:34 AM  all   16.03    0.00   12.25    0.05    0.00    0.48    0.00    0.00    0.00   71.19
07:55:34 AM  all   51.89    0.00   14.46    0.06    0.00    0.55    0.00    0.00    0.00   33.04
07:56:34 AM  all   55.84    0.00   19.57    0.03    0.00    0.47    0.00    0.00    0.00   24.09
07:57:34 AM  all   59.91    0.00   20.29    0.03    0.00    0.50    0.00    0.00    0.00   19.27
07:58:34 AM  all   54.66    0.00   18.08    0.03    0.00    0.57    0.00    0.00    0.00   26.66
07:59:34 AM  all   46.33    0.00   14.80    0.03    0.00    0.71    0.00    0.00    0.00   38.12
08:00:34 AM  all   49.04    0.00   13.33    0.03    0.00    0.61    0.00    0.00    0.00   37.00
08:01:34 AM  all   60.42    0.00   19.61    0.03    0.00    0.43    0.00    0.00    0.00   19.50
08:02:34 AM  all   57.34    0.00   23.08    0.02    0.00    0.41    0.00    0.00    0.00   19.13
08:03:34 AM  all   56.13    0.00   17.84    0.03    0.00    0.53    0.00    0.00    0.00   25.46
08:04:34 AM  all   43.66    0.00   13.72    0.03    0.00    0.63    0.00    0.00    0.00   41.96
08:05:34 AM  all   47.70    0.00   13.74    0.03    0.00    0.64    0.00    0.00    0.00   37.89
Average:     all   49.91    0.00   16.74    0.03    0.00    0.54    0.00    0.00    0.00   32.78
